#depth	Te	cC/dT	dt/dr	d^2T/dr^2
8.14971e+23	1.6911e+04	1.69e-36	-6.90e-22	9.44e-46
9.08619e+23	1.6856e+04	1.68e-36	-6.24e-22	7.43e-46
9.93223e+23	1.6810e+04	1.67e-36	-5.73e-22	6.33e-46
1.06962e+24	1.6779e+04	1.66e-36	-4.32e-22	1.95e-45
1.13860e+24	1.6740e+04	1.65e-36	-5.86e-22	-2.36e-45
1.20085e+24	1.6714e+04	1.65e-36	-4.48e-22	2.33e-45
1.25701e+24	1.6688e+04	1.65e-36	-4.80e-22	-5.97e-46
1.30766e+24	1.6668e+04	1.64e-36	-4.30e-22	1.04e-45
1.35333e+24	1.6647e+04	1.64e-36	-4.76e-22	-1.06e-45
1.39450e+24	1.6631e+04	1.64e-36	-4.08e-22	1.73e-45
1.43161e+24	1.6616e+04	1.63e-36	-4.28e-22	-5.60e-46
1.46505e+24	1.6603e+04	1.63e-36	-3.97e-22	9.65e-46
1.49519e+24	1.6592e+04	1.63e-36	-4.07e-22	-3.53e-46
1.52234e+24	1.6582e+04	1.63e-36	-3.81e-22	1.03e-45
1.54679e+24	1.6573e+04	1.63e-36	-3.86e-22	-1.99e-46
1.56883e+24	1.6565e+04	1.63e-36	-3.81e-22	2.29e-46
1.58867e+24	1.6558e+04	1.63e-36	-3.52e-22	1.53e-45
1.60712e+24	1.6551e+04	1.62e-36	-3.98e-22	-2.53e-45
1.62522e+24	1.6545e+04	1.62e-36	-3.63e-22	1.90e-45
1.64332e+24	1.6538e+04	1.62e-36	-3.83e-22	-1.08e-45
1.66144e+24	1.6532e+04	1.62e-36	-3.37e-22	2.55e-45
1.67956e+24	1.6525e+04	1.62e-36	-3.78e-22	-2.27e-45
1.69769e+24	1.6519e+04	1.62e-36	-3.26e-22	2.88e-45
1.71583e+24	1.6512e+04	1.62e-36	-3.76e-22	-2.75e-45
1.73397e+24	1.6507e+04	1.62e-36	-3.07e-22	3.80e-45
1.75213e+24	1.6500e+04	1.62e-36	-3.82e-22	-4.15e-45
1.76452e+24	1.6500e+04	1.62e-36	1.19e-22	7.56e-44
1.76452e+24	1.6500e+04	1.62e-36	1.19e-22	0.00e+00
2.02682e+21	1.7647e+04	2.03e-36
1.21609e+22	1.7595e+04	2.02e-36	-3.23e-21
5.26974e+22	1.7469e+04	1.99e-36	-1.94e-21	1.99e-44
1.58741e+23	1.7285e+04	1.96e-36	-1.25e-21	4.68e-45
2.98550e+23	1.7069e+04	1.91e-36	-1.64e-21	-2.93e-45
4.24712e+23	1.6931e+04	1.88e-36	-1.15e-21	4.07e-45
5.38971e+23	1.6828e+04	1.86e-36	-9.49e-22	1.84e-45
6.42377e+23	1.6743e+04	1.84e-36	-8.69e-22	8.13e-46
7.35890e+23	1.6675e+04	1.82e-36	-7.65e-22	1.17e-45
8.20399e+23	1.6619e+04	1.81e-36	-6.92e-22	9.13e-46
8.96741e+23	1.6573e+04	1.80e-36	-6.35e-22	7.85e-46
9.65677e+23	1.6542e+04	1.79e-36	-4.78e-22	2.40e-45
1.02791e+24	1.6503e+04	1.78e-36	-6.49e-22	-2.91e-45
1.08408e+24	1.6477e+04	1.78e-36	-4.97e-22	2.86e-45
1.13474e+24	1.6451e+04	1.77e-36	-5.30e-22	-6.94e-46
1.18043e+24	1.6432e+04	1.77e-36	-4.58e-22	1.67e-45
1.22163e+24	1.6411e+04	1.77e-36	-5.37e-22	-2.03e-45
1.25878e+24	1.6395e+04	1.76e-36	-4.48e-22	2.54e-45
1.29225e+24	1.6380e+04	1.76e-36	-4.74e-22	-8.06e-46
1.32242e+24	1.6367e+04	1.76e-36	-4.37e-22	1.29e-45
1.34960e+24	1.6356e+04	1.76e-36	-4.53e-22	-6.47e-46
1.37410e+24	1.6346e+04	1.76e-36	-4.18e-22	1.52e-45
1.39616e+24	1.6337e+04	1.75e-36	-4.28e-22	-4.58e-46
1.41603e+24	1.6329e+04	1.75e-36	-4.16e-22	6.33e-46
1.43393e+24	1.6323e+04	1.75e-36	-3.94e-22	1.26e-45
1.45058e+24	1.6315e+04	1.75e-36	-4.33e-22	-2.37e-45
1.46691e+24	1.6309e+04	1.75e-36	-4.08e-22	1.55e-45
1.48324e+24	1.6302e+04	1.75e-36	-4.05e-22	1.93e-46
1.49959e+24	1.6296e+04	1.75e-36	-3.97e-22	5.00e-46
1.51594e+24	1.6289e+04	1.75e-36	-3.99e-22	-1.34e-46
1.53229e+24	1.6283e+04	1.75e-36	-3.81e-22	1.11e-45
1.54866e+24	1.6277e+04	1.74e-36	-3.87e-22	-3.77e-46
1.56503e+24	1.6271e+04	1.74e-36	-3.67e-22	1.18e-45
1.58141e+24	1.6264e+04	1.74e-36	-3.87e-22	-1.19e-45
1.59257e+24	1.6268e+04	1.74e-36	6.49e-22	1.74e-43
1.59257e+24	1.6268e+04	1.74e-36	6.49e-22	0.00e+00
1.83536e+21	1.7403e+04	2.19e-36
1.10122e+22	1.7353e+04	2.18e-36	-3.42e-21
4.77194e+22	1.7230e+04	2.16e-36	-2.08e-21	2.28e-44
1.43546e+23	1.7050e+04	2.11e-36	-1.36e-21	5.44e-45
2.69770e+23	1.6834e+04	2.06e-36	-1.80e-21	-3.72e-45
3.83666e+23	1.6696e+04	2.03e-36	-1.27e-21	4.90e-45
4.86799e+23	1.6596e+04	2.00e-36	-1.02e-21	2.57e-45
5.80131e+23	1.6510e+04	1.98e-36	-9.63e-22	6.79e-46
6.64531e+23	1.6442e+04	1.96e-36	-8.51e-22	1.40e-45
7.40798e+23	1.6386e+04	1.95e-36	-7.68e-22	1.14e-45
8.09688e+23	1.6340e+04	1.94e-36	-7.05e-22	9.72e-46
8.71892e+23	1.6309e+04	1.93e-36	-5.28e-22	2.98e-45
9.28048e+23	1.6271e+04	1.92e-36	-7.19e-22	-3.58e-45
9.78722e+23	1.6244e+04	1.92e-36	-5.49e-22	3.55e-45
1.02443e+24	1.6219e+04	1.91e-36	-5.86e-22	-8.63e-46
1.06566e+24	1.6199e+04	1.91e-36	-5.04e-22	2.10e-45
1.10283e+24	1.6179e+04	1.90e-36	-5.68e-22	-1.79e-45
1.13634e+24	1.6163e+04	1.90e-36	-5.06e-22	1.96e-45
1.16654e+24	1.6148e+04	1.90e-36	-5.20e-22	-5.03e-46
1.19376e+24	1.6136e+04	1.89e-36	-4.81e-22	1.51e-45
1.21828e+24	1.6124e+04	1.89e-36	-4.95e-22	-5.91e-46
1.24037e+24	1.6115e+04	1.89e-36	-4.65e-22	1.42e-45
1.26028e+24	1.6106e+04	1.89e-36	-4.68e-22	-1.50e-46
1.27821e+24	1.6098e+04	1.89e-36	-4.57e-22	6.29e-46
1.29435e+24	1.6091e+04	1.89e-36	-4.34e-22	1.49e-45
1.30937e+24	1.6084e+04	1.89e-36	-4.76e-22	-2.83e-45
1.32411e+24	1.6078e+04	1.88e-36	-4.47e-22	1.95e-45
1.33885e+24	1.6071e+04	1.88e-36	-4.45e-22	1.82e-46
1.35359e+24	1.6065e+04	1.88e-36	-4.35e-22	6.80e-46
1.36834e+24	1.6058e+04	1.88e-36	-4.37e-22	-1.34e-46
1.38310e+24	1.6052e+04	1.88e-36	-4.25e-22	7.64e-46
1.39787e+24	1.6046e+04	1.88e-36	-4.11e-22	9.92e-46
1.41264e+24	1.6040e+04	1.88e-36	-4.24e-22	-8.93e-46
1.42742e+24	1.6034e+04	1.88e-36	-4.04e-22	1.37e-45
1.43747e+24	1.6035e+04	1.88e-36	2.98e-22	1.32e-43
1.43747e+24	1.6035e+04	1.88e-36	2.98e-22	0.00e+00
1.66217e+21	1.7163e+04	2.37e-36
9.97304e+21	1.7115e+04	2.36e-36	-3.65e-21
4.32165e+22	1.6996e+04	2.33e-36	-2.24e-21	2.66e-44
1.29817e+23	1.6818e+04	2.29e-36	-1.48e-21	6.33e-45
2.43783e+23	1.6603e+04	2.23e-36	-1.99e-21	-4.74e-45
3.46612e+23	1.6465e+04	2.19e-36	-1.42e-21	5.87e-45
4.39710e+23	1.6365e+04	2.16e-36	-1.13e-21	3.18e-45
5.23949e+23	1.6296e+04	2.14e-36	-8.63e-22	3.40e-45
6.00148e+23	1.6214e+04	2.12e-36	-1.13e-21	-3.71e-45
6.69007e+23	1.6158e+04	2.10e-36	-8.52e-22	4.27e-45
7.31178e+23	1.6112e+04	2.09e-36	-7.79e-22	1.24e-45
7.87311e+23	1.6074e+04	2.08e-36	-7.24e-22	1.04e-45
8.37976e+23	1.6047e+04	2.07e-36	-5.56e-22	3.49e-45
8.83698e+23	1.6015e+04	2.06e-36	-7.42e-22	-4.30e-45
9.24944e+23	1.5992e+04	2.06e-36	-5.81e-22	4.13e-45
9.62139e+23	1.5970e+04	2.05e-36	-6.15e-22	-9.65e-46
9.95677e+23	1.5953e+04	2.05e-36	-5.40e-22	2.34e-45
1.02591e+24	1.5936e+04	2.05e-36	-6.10e-22	-2.42e-45
1.05316e+24	1.5922e+04	2.04e-36	-5.38e-22	2.77e-45
1.07772e+24	1.5909e+04	2.04e-36	-5.56e-22	-7.44e-46
1.09984e+24	1.5898e+04	2.04e-36	-5.20e-22	1.71e-45
1.11978e+24	1.5888e+04	2.03e-36	-5.32e-22	-6.54e-46
1.13773e+24	1.5879e+04	2.03e-36	-5.01e-22	1.81e-45
1.15391e+24	1.5871e+04	2.03e-36	-5.12e-22	-6.94e-46
1.16848e+24	1.5865e+04	2.03e-36	-4.70e-22	3.05e-45
1.18203e+24	1.5858e+04	2.03e-36	-5.34e-22	-4.82e-45
1.19532e+24	1.5851e+04	2.03e-36	-4.79e-22	4.10e-45
1.20863e+24	1.5845e+04	2.03e-36	-5.10e-22	-2.31e-45
1.22193e+24	1.5839e+04	2.03e-36	-4.36e-22	5.58e-45
1.23525e+24	1.5832e+04	2.02e-36	-5.18e-22	-6.20e-45
1.24856e+24	1.5827e+04	2.02e-36	-3.98e-22	9.02e-45
1.26189e+24	1.5819e+04	2.02e-36	-5.37e-22	-1.04e-44
1.27522e+24	1.5814e+04	2.02e-36	-4.21e-22	8.70e-45
1.28855e+24	1.5808e+04	2.02e-36	-4.70e-22	-3.66e-45
1.29761e+24	1.5815e+04	2.02e-36	1.64e-21	4.42e-43
1.29761e+24	1.5815e+04	2.02e-36	1.64e-21	0.00e+00
1.50591e+21	1.6927e+04	2.57e-36
9.03545e+21	1.6881e+04	2.55e-36	-3.83e-21
3.91536e+22	1.6765e+04	2.52e-36	-2.40e-21	2.97e-44
1.17429e+23	1.6591e+04	2.47e-36	-1.61e-21	7.26e-45
2.20334e+23	1.6377e+04	2.40e-36	-2.20e-21	-6.00e-45
3.13176e+23	1.6238e+04	2.36e-36	-1.57e-21	7.08e-45
3.97219e+23	1.6138e+04	2.33e-36	-1.26e-21	3.89e-45
4.73254e+23	1.6072e+04	2.31e-36	-9.03e-22	4.94e-45
5.42032e+23	1.5990e+04	2.28e-36	-1.26e-21	-5.47e-45
6.04184e+23	1.5934e+04	2.26e-36	-9.44e-22	5.37e-45
6.60295e+23	1.5888e+04	2.25e-36	-8.63e-22	1.53e-45
7.10954e+23	1.5850e+04	2.24e-36	-8.01e-22	1.28e-45
7.56675e+23	1.5823e+04	2.23e-36	-6.16e-22	4.29e-45
7.97934e+23	1.5791e+04	2.22e-36	-8.21e-22	-5.24e-45
8.35153e+23	1.5768e+04	2.22e-36	-6.41e-22	5.11e-45
8.68716e+23	1.5747e+04	2.21e-36	-6.79e-22	-1.22e-45
8.98977e+23	1.5730e+04	2.21e-36	-5.95e-22	2.92e-45
9.26257e+23	1.5713e+04	2.20e-36	-6.45e-22	-1.93e-45
9.50844e+23	1.5699e+04	2.20e-36	-5.91e-22	2.35e-45
9.73001e+23	1.5686e+04	2.19e-36	-6.15e-22	-1.17e-45
9.92965e+23	1.5675e+04	2.19e-36	-5.71e-22	2.33e-45
1.01095e+24	1.5666e+04	2.19e-36	-5.78e-22	-4.32e-46
1.02715e+24	1.5657e+04	2.19e-36	-5.54e-22	1.55e-45
1.04175e+24	1.5649e+04	2.19e-36	-5.60e-22	-4.06e-46
1.05489e+24	1.5643e+04	2.18e-36	-5.18e-22	3.39e-45
1.06712e+24	1.5636e+04	2.18e-36	-5.82e-22	-5.35e-45
1.07912e+24	1.5630e+04	2.18e-36	-5.31e-22	4.26e-45
1.09112e+24	1.5623e+04	2.18e-36	-5.52e-22	-1.73e-45
1.10313e+24	1.5617e+04	2.18e-36	-5.06e-22	3.82e-45
1.11515e+24	1.5610e+04	2.18e-36	-5.35e-22	-2.43e-45
1.12717e+24	1.5604e+04	2.18e-36	-4.94e-22	3.43e-45
1.13919e+24	1.5598e+04	2.17e-36	-5.18e-22	-2.02e-45
1.15122e+24	1.5592e+04	2.17e-36	-4.84e-22	2.86e-45
1.16325e+24	1.5586e+04	2.17e-36	-5.04e-22	-1.65e-45
1.17141e+24	1.5588e+04	2.17e-36	3.53e-22	2.00e-43
1.17141e+24	1.5588e+04	2.17e-36	3.53e-22	0.00e+00
1.36443e+21	1.6696e+04	2.77e-36
8.18660e+21	1.6652e+04	2.76e-36	-4.06e-21
3.54752e+22	1.6540e+04	2.73e-36	-2.57e-21	3.40e-44
1.06231e+23	1.6367e+04	2.67e-36	-1.76e-21	8.31e-45
1.99155e+23	1.6155e+04	2.59e-36	-2.42e-21	-7.51e-45
2.82986e+23	1.6016e+04	2.54e-36	-1.74e-21	8.53e-45
3.58861e+23	1.5915e+04	2.51e-36	-1.40e-21	4.70e-45
4.27498e+23	1.5852e+04	2.49e-36	-9.70e-22	6.60e-45
4.89579e+23	1.5770e+04	2.46e-36	-1.38e-21	-7.00e-45
5.45681e+23	1.5715e+04	2.44e-36	-1.04e-21	6.38e-45
5.96326e+23	1.5669e+04	2.42e-36	-9.53e-22	1.88e-45
6.42048e+23	1.5630e+04	2.41e-36	-8.87e-22	1.52e-45
6.83312e+23	1.5604e+04	2.40e-36	-6.78e-22	5.34e-45
7.20547e+23	1.5572e+04	2.39e-36	-9.05e-22	-6.42e-45
7.54135e+23	1.5549e+04	2.38e-36	-7.05e-22	6.27e-45
7.84422e+23	1.5528e+04	2.38e-36	-7.48e-22	-1.48e-45
8.11730e+23	1.5511e+04	2.37e-36	-6.54e-22	3.61e-45
8.36347e+23	1.5494e+04	2.37e-36	-7.10e-22	-2.36e-45
8.58534e+23	1.5481e+04	2.36e-36	-6.19e-22	4.31e-45
8.78528e+23	1.5469e+04	2.36e-36	-6.67e-22	-2.52e-45
8.96544e+23	1.5458e+04	2.36e-36	-6.31e-22	2.12e-45
9.12774e+23	1.5448e+04	2.35e-36	-6.36e-22	-3.47e-46
9.27394e+23	1.5440e+04	2.35e-36	-6.01e-22	2.50e-45
9.40564e+23	1.5432e+04	2.35e-36	-6.14e-22	-1.01e-45
9.52425e+23	1.5426e+04	2.35e-36	-5.70e-22	3.90e-45
9.63459e+23	1.5419e+04	2.35e-36	-6.35e-22	-6.01e-45
9.74290e+23	1.5413e+04	2.34e-36	-5.82e-22	4.94e-45
9.85125e+23	1.5406e+04	2.34e-36	-5.94e-22	-1.12e-45
9.95964e+23	1.5400e+04	2.34e-36	-5.71e-22	2.11e-45
1.00681e+24	1.5394e+04	2.34e-36	-5.59e-22	1.07e-45
1.01766e+24	1.5388e+04	2.34e-36	-5.65e-22	-5.46e-46
1.02851e+24	1.5382e+04	2.34e-36	-5.51e-22	1.30e-45
1.03937e+24	1.5376e+04	2.33e-36	-5.38e-22	1.20e-45
1.05023e+24	1.5370e+04	2.33e-36	-5.36e-22	1.97e-46
1.05758e+24	1.5373e+04	2.34e-36	8.02e-22	3.49e-43
1.05758e+24	1.5373e+04	2.34e-36	8.02e-22	0.00e+00
1.23657e+21	1.6469e+04	2.99e-36
7.41939e+21	1.6427e+04	2.98e-36	-4.30e-21
3.21507e+22	1.6318e+04	2.94e-36	-2.76e-21	3.90e-44
9.61177e+22	1.6148e+04	2.88e-36	-1.92e-21	9.52e-45
1.80033e+23	1.5937e+04	2.80e-36	-2.66e-21	-9.41e-45
2.55734e+23	1.5798e+04	2.74e-36	-1.93e-21	1.02e-44
3.24240e+23	1.5697e+04	2.70e-36	-1.55e-21	5.79e-45
3.86201e+23	1.5619e+04	2.67e-36	-1.33e-21	3.84e-45
4.42219e+23	1.5555e+04	2.64e-36	-1.20e-21	2.48e-45
4.92839e+23	1.5500e+04	2.62e-36	-1.15e-21	9.56e-46
5.38556e+23	1.5454e+04	2.60e-36	-1.05e-21	2.22e-45
5.79826e+23	1.5423e+04	2.59e-36	-8.01e-22	6.44e-45
6.17077e+23	1.5386e+04	2.58e-36	-1.05e-21	-7.01e-45
6.50688e+23	1.5360e+04	2.57e-36	-8.22e-22	7.10e-45
6.81001e+23	1.5335e+04	2.56e-36	-8.64e-22	-1.45e-45
7.08337e+23	1.5315e+04	2.55e-36	-7.49e-22	4.45e-45
7.32983e+23	1.5296e+04	2.55e-36	-8.12e-22	-2.70e-45
7.55199e+23	1.5282e+04	2.54e-36	-7.02e-22	5.21e-45
7.75222e+23	1.5268e+04	2.54e-36	-7.31e-22	-1.52e-45
7.93266e+23	1.5256e+04	2.53e-36	-6.72e-22	3.45e-45
8.09524e+23	1.5246e+04	2.53e-36	-6.88e-22	-1.07e-45
8.24172e+23	1.5236e+04	2.53e-36	-6.88e-22	-1.49e-47
8.37367e+23	1.5228e+04	2.53e-36	-6.72e-22	1.32e-45
8.49252e+23	1.5220e+04	2.52e-36	-6.56e-22	1.43e-45
8.59956e+23	1.5214e+04	2.52e-36	-6.33e-22	2.27e-45
8.69915e+23	1.5207e+04	2.52e-36	-6.86e-22	-5.47e-45
8.79692e+23	1.5201e+04	2.52e-36	-6.45e-22	4.18e-45
8.89473e+23	1.5195e+04	2.52e-36	-6.45e-22	2.44e-47
8.99257e+23	1.5189e+04	2.51e-36	-6.02e-22	4.36e-45
9.09046e+23	1.5182e+04	2.51e-36	-6.53e-22	-5.12e-45
9.18839e+23	1.5177e+04	2.51e-36	-5.43e-22	1.11e-44
9.28636e+23	1.5170e+04	2.51e-36	-6.69e-22	-1.28e-44
9.38437e+23	1.5165e+04	2.51e-36	-5.67e-22	1.03e-44
9.48241e+23	1.5159e+04	2.51e-36	-5.98e-22	-3.10e-45
9.54864e+23	1.5161e+04	2.51e-36	4.64e-22	3.09e-43
9.54864e+23	1.5161e+04	2.51e-36	4.64e-22	0.00e+00
1.12094e+21	1.6247e+04	3.23e-36
6.72564e+21	1.6206e+04	3.22e-36	-4.54e-21
2.91444e+22	1.6100e+04	3.18e-36	-2.95e-21	4.44e-44
8.69809e+22	1.5933e+04	3.10e-36	-2.09e-21	1.08e-44
1.62768e+23	1.5723e+04	3.01e-36	-2.93e-21	-1.18e-44
2.31131e+23	1.5592e+04	2.95e-36	-2.02e-21	1.40e-44
2.92996e+23	1.5483e+04	2.90e-36	-1.84e-21	3.07e-45
3.48947e+23	1.5405e+04	2.87e-36	-1.47e-21	7.02e-45
3.99517e+23	1.5343e+04	2.84e-36	-1.29e-21	3.62e-45
4.45212e+23	1.5290e+04	2.82e-36	-1.23e-21	1.59e-45
4.86482e+23	1.5245e+04	2.80e-36	-1.16e-21	1.69e-45
5.23738e+23	1.5213e+04	2.79e-36	-8.92e-22	7.58e-45
5.57364e+23	1.5177e+04	2.77e-36	-1.14e-21	-7.82e-45
5.87703e+23	1.5151e+04	2.76e-36	-9.04e-22	8.24e-45
6.15066e+23	1.5126e+04	2.75e-36	-9.55e-22	-1.94e-45
6.39740e+23	1.5107e+04	2.74e-36	-8.21e-22	5.69e-45
6.61985e+23	1.5088e+04	2.74e-36	-8.89e-22	-3.21e-45
6.82038e+23	1.5073e+04	2.73e-36	-7.71e-22	6.21e-45
7.00111e+23	1.5059e+04	2.73e-36	-8.02e-22	-1.81e-45
7.16397e+23	1.5048e+04	2.72e-36	-7.36e-22	4.27e-45
7.31071e+23	1.5038e+04	2.72e-36	-7.51e-22	-1.05e-45
7.44291e+23	1.5029e+04	2.72e-36	-7.02e-22	3.92e-45
7.56200e+23	1.5021e+04	2.71e-36	-7.13e-22	-1.03e-45
7.66927e+23	1.5013e+04	2.71e-36	-7.31e-22	-1.76e-45
7.76589e+23	1.5007e+04	2.71e-36	-6.86e-22	4.96e-45
7.85579e+23	1.5000e+04	2.71e-36	-7.43e-22	-6.51e-45
7.94406e+23	1.4994e+04	2.70e-36	-7.03e-22	4.54e-45
8.03236e+23	1.4988e+04	2.70e-36	-6.88e-22	1.75e-45
8.12070e+23	1.4982e+04	2.70e-36	-6.95e-22	-8.44e-46
8.20907e+23	1.4976e+04	2.70e-36	-6.70e-22	2.86e-45
8.29748e+23	1.4970e+04	2.70e-36	-6.59e-22	1.26e-45
8.38592e+23	1.4965e+04	2.69e-36	-6.57e-22	2.42e-46
8.47441e+23	1.4959e+04	2.69e-36	-6.46e-22	1.14e-45
8.56292e+23	1.4953e+04	2.69e-36	-6.34e-22	1.38e-45
8.62261e+23	1.4956e+04	2.69e-36	1.03e-21	5.39e-43
8.62261e+23	1.4956e+04	2.69e-36	1.03e-21	0.00e+00
1.01616e+21	1.6028e+04	3.49e-36
6.09699e+21	1.5989e+04	3.47e-36	-4.80e-21
2.64203e+22	1.5887e+04	3.43e-36	-3.16e-21	5.04e-44
7.87181e+22	1.5723e+04	3.35e-36	-2.28e-21	1.22e-44
1.47169e+23	1.5514e+04	3.24e-36	-3.22e-21	-1.46e-44
2.08912e+23	1.5382e+04	3.18e-36	-2.24e-21	1.67e-44
2.64778e+23	1.5275e+04	3.12e-36	-2.02e-21	4.13e-45
3.15298e+23	1.5197e+04	3.08e-36	-1.62e-21	8.33e-45
3.60956e+23	1.5135e+04	3.05e-36	-1.43e-21	4.46e-45
4.02209e+23	1.5084e+04	3.03e-36	-1.29e-21	3.59e-45
4.39467e+23	1.5040e+04	3.01e-36	-1.26e-21	9.95e-46
4.73103e+23	1.5008e+04	2.99e-36	-9.94e-22	8.19e-45
5.03462e+23	1.4972e+04	2.97e-36	-1.25e-21	-8.79e-45
5.30851e+23	1.4946e+04	2.96e-36	-9.85e-22	1.01e-44
5.55553e+23	1.4922e+04	2.95e-36	-1.04e-21	-2.42e-45
5.77828e+23	1.4903e+04	2.94e-36	-9.04e-22	6.55e-45
5.97910e+23	1.4884e+04	2.94e-36	-9.78e-22	-3.88e-45
6.16012e+23	1.4870e+04	2.93e-36	-8.41e-22	7.99e-45
6.32327e+23	1.4856e+04	2.93e-36	-8.80e-22	-2.54e-45
6.47028e+23	1.4845e+04	2.92e-36	-8.03e-22	5.52e-45
6.60275e+23	1.4835e+04	2.92e-36	-8.23e-22	-1.57e-45
6.72209e+23	1.4826e+04	2.91e-36	-7.65e-22	5.11e-45
6.82959e+23	1.4818e+04	2.91e-36	-7.74e-22	-9.10e-46
6.92642e+23	1.4811e+04	2.91e-36	-7.41e-22	3.57e-45
7.01364e+23	1.4805e+04	2.91e-36	-7.24e-22	2.12e-45
7.09480e+23	1.4799e+04	2.90e-36	-7.95e-22	-8.90e-45
7.17450e+23	1.4793e+04	2.90e-36	-7.76e-22	2.40e-45
7.25424e+23	1.4787e+04	2.90e-36	-7.49e-22	3.33e-45
7.33400e+23	1.4781e+04	2.90e-36	-7.34e-22	1.87e-45
7.41380e+23	1.4775e+04	2.90e-36	-7.32e-22	2.53e-46
7.49363e+23	1.4769e+04	2.89e-36	-7.35e-22	-3.24e-46
7.57349e+23	1.4764e+04	2.89e-36	-7.14e-22	2.57e-45
7.65338e+23	1.4759e+04	2.89e-36	-6.38e-22	9.51e-45
7.73331e+23	1.4753e+04	2.89e-36	-7.58e-22	-1.49e-44
7.78710e+23	1.4753e+04	2.89e-36	2.46e-22	3.63e-43
7.78710e+23	1.4753e+04	2.89e-36	2.46e-22	0.00e+00
9.21079e+20	1.5814e+04	3.76e-36
5.52648e+21	1.5777e+04	3.75e-36	-5.08e-21
2.39481e+22	1.5678e+04	3.70e-36	-3.37e-21	5.81e-44
7.12392e+22	1.5516e+04	3.61e-36	-2.48e-21	1.37e-44
1.33071e+23	1.5309e+04	3.49e-36	-3.54e-21	-1.80e-44
1.88842e+23	1.5177e+04	3.42e-36	-2.49e-21	1.98e-44
2.39298e+23	1.5071e+04	3.35e-36	-2.22e-21	5.48e-45
2.84919e+23	1.4993e+04	3.31e-36	-1.79e-21	9.89e-45
3.26148e+23	1.4931e+04	3.28e-36	-1.58e-21	5.51e-45
3.63396e+23	1.4881e+04	3.25e-36	-1.42e-21	4.42e-45
3.97036e+23	1.4840e+04	3.23e-36	-1.30e-21	3.88e-45
4.27406e+23	1.4808e+04	3.21e-36	-1.08e-21	7.71e-45
4.54819e+23	1.4773e+04	3.19e-36	-1.38e-21	-1.17e-44
4.79550e+23	1.4747e+04	3.18e-36	-1.08e-21	1.29e-44
5.01853e+23	1.4723e+04	3.17e-36	-1.13e-21	-2.22e-45
5.21965e+23	1.4704e+04	3.16e-36	-9.97e-22	6.72e-45
5.40097e+23	1.4686e+04	3.15e-36	-1.06e-21	-3.83e-45
5.56441e+23	1.4672e+04	3.14e-36	-9.24e-22	8.97e-45
5.71171e+23	1.4658e+04	3.14e-36	-9.58e-22	-2.46e-45
5.84445e+23	1.4647e+04	3.13e-36	-8.91e-22	5.33e-45
5.96404e+23	1.4637e+04	3.13e-36	-8.91e-22	5.15e-47
6.07179e+23	1.4629e+04	3.13e-36	-8.40e-22	5.00e-45
6.16885e+23	1.4621e+04	3.12e-36	-8.43e-22	-3.60e-46
6.25627e+23	1.4614e+04	3.12e-36	-8.12e-22	3.80e-45
6.33501e+23	1.4608e+04	3.12e-36	-7.87e-22	3.31e-45
6.40830e+23	1.4602e+04	3.12e-36	-8.38e-22	-7.10e-45
6.48027e+23	1.4596e+04	3.11e-36	-8.02e-22	5.03e-45
6.55228e+23	1.4591e+04	3.11e-36	-7.87e-22	2.13e-45
6.62431e+23	1.4585e+04	3.11e-36	-7.65e-22	3.06e-45
6.69637e+23	1.4579e+04	3.11e-36	-8.29e-22	-9.01e-45
6.76847e+23	1.4574e+04	3.10e-36	-7.58e-22	9.92e-45
6.84059e+23	1.4568e+04	3.10e-36	-7.62e-22	-5.54e-46
6.91274e+23	1.4563e+04	3.10e-36	-7.76e-22	-2.00e-45
6.98492e+23	1.4557e+04	3.10e-36	-7.55e-22	2.95e-45
7.03342e+23	1.4557e+04	3.10e-36	-1.77e-22	2.33e-43
7.03342e+23	1.4557e+04	3.10e-36	-1.77e-22	0.00e+00
8.35135e+20	1.5605e+04	4.06e-36
5.01081e+21	1.5569e+04	4.04e-36	-5.36e-21
2.17135e+22	1.5473e+04	3.99e-36	-3.59e-21	6.63e-44
6.44843e+22	1.5314e+04	3.89e-36	-2.70e-21	1.51e-44
1.20343e+23	1.5109e+04	3.76e-36	-3.88e-21	-2.22e-44
1.70724e+23	1.4978e+04	3.67e-36	-2.75e-21	2.36e-44
2.16298e+23	1.4872e+04	3.60e-36	-2.44e-21	7.08e-45
2.57503e+23	1.4809e+04	3.57e-36	-1.61e-21	2.11e-44
2.94751e+23	1.4733e+04	3.52e-36	-2.14e-21	-1.47e-44
3.28402e+23	1.4683e+04	3.49e-36	-1.57e-21	1.76e-44
3.58780e+23	1.4642e+04	3.46e-36	-1.43e-21	4.99e-45
3.86203e+23	1.4607e+04	3.44e-36	-1.33e-21	4.03e-45
4.10952e+23	1.4582e+04	3.43e-36	-1.09e-21	1.02e-44
4.33283e+23	1.4552e+04	3.41e-36	-1.43e-21	-1.63e-44
4.53426e+23	1.4530e+04	3.40e-36	-1.12e-21	1.64e-44
4.71587e+23	1.4510e+04	3.39e-36	-1.17e-21	-2.94e-45
4.87960e+23	1.4494e+04	3.38e-36	-1.04e-21	8.09e-45
5.02719e+23	1.4478e+04	3.37e-36	-1.12e-21	-5.37e-45
