#depth	Te	cC/dT	dt/dr	d^2T/dr^2
1.19839e+21	9.0439e+03	1.10e-33	-1.60e-19	4.41e-41
1.24807e+21	9.0365e+03	1.10e-33	-1.56e-19	7.60e-41
1.29285e+21	9.0300e+03	1.10e-33	-1.53e-19	7.56e-41
1.33320e+21	9.0243e+03	1.10e-33	-1.49e-19	1.00e-40
1.36955e+21	9.0192e+03	1.10e-33	-1.48e-19	3.90e-41
1.40230e+21	9.0147e+03	1.10e-33	-1.45e-19	9.00e-41
1.43180e+21	9.0107e+03	1.10e-33	-1.44e-19	5.16e-41
1.45837e+21	9.0072e+03	1.09e-33	-1.42e-19	8.10e-41
1.48230e+21	9.0040e+03	1.09e-33	-1.40e-19	4.56e-41
1.50385e+21	9.0012e+03	1.09e-33	-1.39e-19	8.11e-41
1.52325e+21	8.9989e+03	1.09e-33	-1.22e-19	9.29e-40
1.54110e+21	8.9959e+03	1.09e-33	-1.72e-19	-2.87e-39
1.55841e+21	8.9945e+03	1.09e-33	-8.08e-20	5.24e-39
1.57573e+21	8.9916e+03	1.09e-33	-1.69e-19	-5.10e-39
1.59306e+21	8.9908e+03	1.09e-33	-4.65e-20	7.08e-39
1.61039e+21	8.9871e+03	1.09e-33	-2.14e-19	-9.65e-39
1.62773e+21	8.9860e+03	1.09e-33	-6.59e-20	8.53e-39
1.64507e+21	8.9833e+03	1.09e-33	-1.52e-19	-4.98e-39
1.66241e+21	8.9830e+03	1.09e-33	-2.08e-20	7.58e-39
1.67977e+21	8.9787e+03	1.09e-33	-2.45e-19	-1.29e-38
1.69336e+21	8.9780e+03	1.09e-33	-7.40e-20	1.74e-38
1.69336e+21	8.9780e+03	1.09e-33	-7.40e-20	0.00e+00
5.25713e+18	9.2311e+03	1.30e-33
3.15428e+19	9.2213e+03	1.30e-33	-2.34e-19
1.24976e+20	9.2080e+03	1.29e-33	-9.18e-20	9.80e-40
2.62682e+20	9.1650e+03	1.28e-33	-3.29e-19	-1.82e-39
3.87352e+20	9.1297e+03	1.26e-33	-2.97e-19	2.73e-40
5.00505e+20	9.1078e+03	1.26e-33	-2.04e-19	8.67e-40
6.02971e+20	9.0864e+03	1.25e-33	-2.20e-19	-1.65e-40
6.95656e+20	9.0658e+03	1.24e-33	-2.34e-19	-1.67e-40
7.79398e+20	9.0496e+03	1.24e-33	-2.04e-19	3.86e-40
8.55010e+20	9.0359e+03	1.23e-33	-1.91e-19	1.81e-40
9.23255e+20	9.0236e+03	1.23e-33	-1.91e-19	-6.23e-42
9.84824e+20	9.0128e+03	1.23e-33	-1.85e-19	9.87e-41
1.04035e+21	9.0035e+03	1.22e-33	-1.75e-19	1.93e-40
1.09042e+21	8.9953e+03	1.22e-33	-1.73e-19	4.18e-41
1.13555e+21	8.9881e+03	1.22e-33	-1.69e-19	9.63e-41
1.17622e+21	8.9817e+03	1.22e-33	-1.66e-19	8.10e-41
1.21288e+21	8.9761e+03	1.22e-33	-1.62e-19	1.19e-40
1.24590e+21	8.9710e+03	1.21e-33	-1.60e-19	4.43e-41
1.27565e+21	8.9666e+03	1.21e-33	-1.57e-19	1.07e-40
1.30245e+21	8.9627e+03	1.21e-33	-1.56e-19	5.69e-41
1.32658e+21	8.9591e+03	1.21e-33	-1.54e-19	9.91e-41
1.34832e+21	8.9560e+03	1.21e-33	-1.53e-19	4.71e-41
1.36789e+21	8.9532e+03	1.21e-33	-1.51e-19	9.73e-41
1.38552e+21	8.9510e+03	1.21e-33	-1.31e-19	1.18e-39
1.40174e+21	8.9481e+03	1.21e-33	-1.87e-19	-3.55e-39
1.41749e+21	8.9467e+03	1.21e-33	-8.36e-20	6.57e-39
1.43324e+21	8.9438e+03	1.21e-33	-1.89e-19	-6.72e-39
1.44899e+21	8.9431e+03	1.21e-33	-4.02e-20	9.47e-39
1.46475e+21	8.9393e+03	1.20e-33	-2.45e-19	-1.30e-38
1.48052e+21	8.9383e+03	1.20e-33	-6.38e-20	1.15e-38
1.49629e+21	8.9356e+03	1.20e-33	-1.70e-19	-6.76e-39
1.51206e+21	8.9341e+03	1.20e-33	-9.64e-20	4.69e-39
1.52784e+21	8.9316e+03	1.20e-33	-1.55e-19	-3.70e-39
1.54011e+21	8.9308e+03	1.20e-33	-8.71e-20	7.72e-39
1.54011e+21	8.9308e+03	1.20e-33	-8.71e-20	0.00e+00
4.93526e+18	9.1775e+03	1.44e-33
2.96116e+19	9.1677e+03	1.43e-33	-2.48e-19
1.15127e+20	9.1545e+03	1.43e-33	-1.01e-19	1.12e-39
2.40233e+20	9.1128e+03	1.41e-33	-3.51e-19	-2.11e-39
3.53501e+20	9.0785e+03	1.40e-33	-3.18e-19	3.11e-40
4.56304e+20	9.0571e+03	1.39e-33	-2.19e-19	1.00e-39
5.49394e+20	9.0362e+03	1.38e-33	-2.36e-19	-1.91e-40
6.33597e+20	9.0161e+03	1.37e-33	-2.52e-19	-1.92e-40
7.09674e+20	9.0002e+03	1.37e-33	-2.20e-19	4.42e-40
7.78364e+20	8.9869e+03	1.36e-33	-2.05e-19	2.17e-40
8.40360e+20	8.9747e+03	1.36e-33	-2.07e-19	-2.89e-41
8.96292e+20	8.9641e+03	1.36e-33	-2.00e-19	1.40e-40
9.46734e+20	8.9550e+03	1.35e-33	-1.90e-19	2.05e-40
9.92214e+20	8.9469e+03	1.35e-33	-1.87e-19	7.95e-41
1.03321e+21	8.9398e+03	1.35e-33	-1.84e-19	7.79e-41
1.07016e+21	8.9335e+03	1.34e-33	-1.79e-19	1.32e-40
1.10345e+21	8.9280e+03	1.34e-33	-1.76e-19	1.08e-40
1.13345e+21	8.9231e+03	1.34e-33	-1.73e-19	7.99e-41
1.16047e+21	8.9187e+03	1.34e-33	-1.71e-19	9.54e-41
1.18481e+21	8.9148e+03	1.34e-33	-1.69e-19	9.74e-41
1.20673e+21	8.9113e+03	1.34e-33	-1.67e-19	8.82e-41
1.22648e+21	8.9083e+03	1.34e-33	-1.65e-19	8.33e-41
1.24426e+21	8.9055e+03	1.34e-33	-1.64e-19	8.42e-41
1.26027e+21	8.9034e+03	1.33e-33	-1.42e-19	1.46e-39
1.27501e+21	8.9004e+03	1.33e-33	-2.03e-19	-4.32e-39
1.28933e+21	8.8992e+03	1.33e-33	-8.70e-20	8.13e-39
1.30365e+21	8.8962e+03	1.33e-33	-2.11e-19	-8.62e-39
1.31798e+21	8.8957e+03	1.33e-33	-3.48e-20	1.23e-38
1.33231e+21	8.8917e+03	1.33e-33	-2.76e-19	-1.68e-38
1.34665e+21	8.8908e+03	1.33e-33	-6.28e-20	1.49e-38
1.36099e+21	8.8881e+03	1.33e-33	-1.89e-19	-8.82e-39
1.37533e+21	8.8867e+03	1.33e-33	-1.01e-19	6.16e-39
1.38968e+21	8.8842e+03	1.33e-33	-1.72e-19	-4.94e-39
1.40076e+21	8.8836e+03	1.33e-33	-7.94e-20	1.18e-38
1.40076e+21	8.8836e+03	1.33e-33	-7.94e-20	0.00e+00
4.63553e+18	9.1244e+03	1.59e-33
2.78132e+19	9.1147e+03	1.58e-33	-2.63e-19
1.06105e+20	9.1014e+03	1.58e-33	-1.11e-19	1.27e-39
2.19760e+20	9.0610e+03	1.56e-33	-3.75e-19	-2.44e-39
3.22667e+20	9.0277e+03	1.54e-33	-3.40e-19	3.55e-40
4.16061e+20	9.0067e+03	1.53e-33	-2.36e-19	1.16e-39
5.00631e+20	8.9862e+03	1.53e-33	-2.55e-19	-2.31e-40
5.77125e+20	8.9666e+03	1.52e-33	-2.70e-19	-2.10e-40
6.46235e+20	8.9511e+03	1.51e-33	-2.37e-19	5.03e-40
7.08635e+20	8.9379e+03	1.51e-33	-2.22e-19	2.65e-40
7.64951e+20	8.9260e+03	1.50e-33	-2.24e-19	-4.08e-41
8.15758e+20	8.9156e+03	1.50e-33	-2.15e-19	1.72e-40
8.61578e+20	8.9067e+03	1.49e-33	-2.06e-19	2.28e-40
9.02890e+20	8.8988e+03	1.49e-33	-2.01e-19	1.04e-40
9.40129e+20	8.8918e+03	1.49e-33	-1.98e-19	8.47e-41
9.73691e+20	8.8856e+03	1.49e-33	-1.94e-19	1.55e-40
1.00393e+21	8.8802e+03	1.48e-33	-1.90e-19	1.24e-40
1.03118e+21	8.8753e+03	1.48e-33	-1.87e-19	9.82e-41
1.05572e+21	8.8710e+03	1.48e-33	-1.85e-19	1.05e-40
1.07783e+21	8.8672e+03	1.48e-33	-1.83e-19	1.16e-40
1.09774e+21	8.8638e+03	1.48e-33	-1.81e-19	9.99e-41
1.11568e+21	8.8608e+03	1.48e-33	-1.79e-19	1.03e-40
1.13183e+21	8.8580e+03	1.47e-33	-1.77e-19	9.58e-41
1.14637e+21	8.8559e+03	1.47e-33	-1.53e-19	1.75e-39
1.15977e+21	8.8531e+03	1.47e-33	-2.21e-19	-5.16e-39
1.17279e+21	8.8518e+03	1.47e-33	-9.37e-20	9.74e-39
1.18581e+21	8.8489e+03	1.47e-33	-2.29e-19	-1.04e-38
1.19884e+21	8.8473e+03	1.47e-33	-1.21e-19	8.33e-39
1.21188e+21	8.8450e+03	1.47e-33	-1.74e-19	-4.07e-39
1.22491e+21	8.8438e+03	1.47e-33	-9.16e-20	6.32e-39
1.23795e+21	8.8408e+03	1.47e-33	-2.29e-19	-1.05e-38
1.25100e+21	8.8394e+03	1.47e-33	-1.07e-19	9.31e-39
1.26405e+21	8.8372e+03	1.47e-33	-1.75e-19	-5.15e-39
1.27405e+21	8.8361e+03	1.47e-33	-1.48e-19	3.79e-39
1.27405e+21	8.8361e+03	1.47e-33	-1.48e-19	0.00e+00
4.35625e+18	9.0718e+03	1.75e-33
2.61375e+19	9.0621e+03	1.75e-33	-2.79e-19
9.78379e+19	9.0488e+03	1.74e-33	-1.22e-19	1.44e-39
2.01086e+20	9.0096e+03	1.72e-33	-4.00e-19	-2.83e-39
2.94575e+20	8.9772e+03	1.70e-33	-3.64e-19	4.02e-40
3.79420e+20	8.9566e+03	1.69e-33	-2.56e-19	1.34e-39
4.56246e+20	8.9366e+03	1.68e-33	-2.74e-19	-2.50e-40
5.25732e+20	8.9174e+03	1.68e-33	-2.91e-19	-2.55e-40
5.88511e+20	8.9022e+03	1.67e-33	-2.55e-19	5.93e-40
6.45193e+20	8.8893e+03	1.66e-33	-2.39e-19	2.99e-40
6.96349e+20	8.8776e+03	1.66e-33	-2.40e-19	-2.30e-41
7.42499e+20	8.8674e+03	1.65e-33	-2.34e-19	1.54e-40
7.84118e+20	8.8587e+03	1.65e-33	-2.21e-19	3.16e-40
8.21642e+20	8.8509e+03	1.65e-33	-2.18e-19	8.22e-41
8.55467e+20	8.8440e+03	1.64e-33	-2.14e-19	1.33e-40
8.85950e+20	8.8380e+03	1.64e-33	-2.10e-19	1.46e-40
9.13418e+20	8.8326e+03	1.64e-33	-2.05e-19	1.79e-40
9.38165e+20	8.8279e+03	1.64e-33	-2.03e-19	8.25e-41
9.60458e+20	8.8236e+03	1.63e-33	-2.00e-19	1.53e-40
9.80538e+20	8.8199e+03	1.63e-33	-1.98e-19	1.08e-40
9.98624e+20	8.8165e+03	1.63e-33	-1.95e-19	1.47e-40
1.01491e+21	8.8135e+03	1.63e-33	-1.94e-19	8.55e-41
1.02958e+21	8.8108e+03	1.63e-33	-1.92e-19	1.44e-40
1.04279e+21	8.8088e+03	1.63e-33	-1.67e-19	2.04e-39
1.05496e+21	8.8059e+03	1.63e-33	-2.38e-19	-6.02e-39
1.06681e+21	8.8047e+03	1.63e-33	-1.05e-19	1.13e-38
1.07865e+21	8.8018e+03	1.62e-33	-2.44e-19	-1.18e-38
1.09050e+21	8.8013e+03	1.62e-33	-4.62e-20	1.67e-38
1.10235e+21	8.7975e+03	1.62e-33	-3.18e-19	-2.30e-38
1.11421e+21	8.7966e+03	1.62e-33	-7.79e-20	2.03e-38
1.12607e+21	8.7940e+03	1.62e-33	-2.20e-19	-1.20e-38
1.13793e+21	8.7925e+03	1.62e-33	-1.21e-19	8.36e-39
1.14979e+21	8.7901e+03	1.62e-33	-2.00e-19	-6.68e-39
1.15882e+21	8.7895e+03	1.62e-33	-1.10e-19	1.46e-38
1.15882e+21	8.7895e+03	1.62e-33	-1.10e-19	0.00e+00
4.09587e+18	9.0196e+03	1.93e-33
2.45752e+19	9.0099e+03	1.93e-33	-2.96e-19
9.02591e+19	8.9966e+03	1.92e-33	-1.35e-19	1.64e-39
1.84050e+20	8.9585e+03	1.90e-33	-4.28e-19	-3.29e-39
2.68981e+20	8.9269e+03	1.88e-33	-3.90e-19	4.63e-40
3.46055e+20	8.9068e+03	1.87e-33	-2.75e-19	1.57e-39
4.15842e+20	8.8872e+03	1.86e-33	-2.96e-19	-3.09e-40
4.78961e+20	8.8685e+03	1.85e-33	-3.12e-19	-2.81e-40
5.35986e+20	8.8535e+03	1.84e-33	-2.76e-19	6.79e-40
5.87471e+20	8.8409e+03	1.84e-33	-2.58e-19	3.61e-40
6.33937e+20	8.8295e+03	1.83e-33	-2.60e-19	-4.14e-41
6.75854e+20	8.8195e+03	1.82e-33	-2.51e-19	2.12e-40
7.13657e+20	8.8109e+03	1.82e-33	-2.41e-19	3.03e-40
7.47739e+20	8.8033e+03	1.82e-33	-2.35e-19	1.70e-40
7.78460e+20	8.7965e+03	1.81e-33	-2.32e-19	9.58e-41
8.06147e+20	8.7906e+03	1.81e-33	-2.26e-19	2.23e-40
8.31094e+20	8.7853e+03	1.81e-33	-2.23e-19	1.55e-40
8.53570e+20	8.7806e+03	1.81e-33	-2.19e-19	1.52e-40
8.73817e+20	8.7765e+03	1.80e-33	-2.17e-19	1.24e-40
8.92054e+20	8.7728e+03	1.80e-33	-2.14e-19	1.84e-40
9.08480e+20	8.7695e+03	1.80e-33	-2.12e-19	1.10e-40
9.23272e+20	8.7665e+03	1.80e-33	-2.10e-19	1.60e-40
9.36593e+20	8.7639e+03	1.80e-33	-2.09e-19	1.13e-40
9.48587e+20	8.7618e+03	1.80e-33	-1.80e-19	2.54e-39
9.59654e+20	8.7590e+03	1.80e-33	-2.59e-19	-7.35e-39
9.70424e+20	8.7579e+03	1.79e-33	-1.09e-19	1.39e-38
9.81196e+20	8.7549e+03	1.79e-33	-2.71e-19	-1.51e-38
9.91972e+20	8.7534e+03	1.79e-33	-1.41e-19	1.21e-38
1.00275e+21	8.7512e+03	1.79e-33	-2.06e-19	-6.00e-39
1.01353e+21	8.7501e+03	1.79e-33	-1.05e-19	9.36e-39
1.02432e+21	8.7471e+03	1.79e-33	-2.73e-19	-1.56e-38
1.03510e+21	8.7458e+03	1.79e-33	-1.24e-19	1.38e-38
1.04590e+21	8.7436e+03	1.79e-33	-2.07e-19	-7.69e-39
1.05403e+21	8.7426e+03	1.79e-33	-1.76e-19	5.69e-39
1.05403e+21	8.7426e+03	1.79e-33	-1.76e-19	0.00e+00
3.85295e+18	8.9678e+03	2.13e-33
2.31177e+19	8.9581e+03	2.12e-33	-3.15e-19
8.33089e+19	8.9447e+03	2.12e-33	-1.50e-19	1.85e-39
1.68506e+20	8.9078e+03	2.09e-33	-4.57e-19	-3.81e-39
2.45658e+20	8.8770e+03	2.07e-33	-4.18e-19	5.30e-40
3.15670e+20	8.8573e+03	2.06e-33	-2.97e-19	1.83e-39
3.79061e+20	8.8381e+03	2.05e-33	-3.19e-19	-3.69e-40
4.36393e+20	8.8198e+03	2.04e-33	-3.36e-19	-3.09e-40
4.88188e+20	8.8052e+03	2.03e-33	-2.97e-19	7.77e-40
5.34951e+20	8.7928e+03	2.03e-33	-2.78e-19	4.29e-40
5.77154e+20	8.7816e+03	2.02e-33	-2.81e-19	-5.29e-41
6.15226e+20	8.7718e+03	2.01e-33	-2.71e-19	2.56e-40
6.49559e+20	8.7633e+03	2.01e-33	-2.60e-19	3.44e-40
6.80513e+20	8.7559e+03	2.00e-33	-2.54e-19	2.06e-40
7.08414e+20	8.7492e+03	2.00e-33	-2.51e-19	1.09e-40
7.33559e+20	8.7434e+03	2.00e-33	-2.45e-19	2.62e-40
7.56216e+20	8.7382e+03	1.99e-33	-2.41e-19	1.80e-40
7.76628e+20	8.7336e+03	1.99e-33	-2.37e-19	1.89e-40
7.95016e+20	8.7295e+03	1.99e-33	-2.35e-19	1.27e-40
8.11579e+20	8.7259e+03	1.99e-33	-2.32e-19	2.29e-40
8.26496e+20	8.7226e+03	1.99e-33	-2.30e-19	1.19e-40
8.39929e+20	8.7197e+03	1.98e-33	-2.27e-19	2.00e-40
8.52027e+20	8.7171e+03	1.98e-33	-2.26e-19	1.15e-40
8.62920e+20	8.7151e+03	1.98e-33	-1.95e-19	3.05e-39
8.72977e+20	8.7124e+03	1.98e-33	-2.80e-19	-8.73e-39
8.82771e+20	8.7112e+03	1.98e-33	-1.18e-19	1.65e-38
8.92568e+20	8.7083e+03	1.98e-33	-2.94e-19	-1.79e-38
9.02368e+20	8.7068e+03	1.98e-33	-1.53e-19	1.44e-38
9.12170e+20	8.7047e+03	1.98e-33	-2.23e-19	-7.16e-39
9.21975e+20	8.7036e+03	1.98e-33	-1.13e-19	1.12e-38
9.31783e+20	8.7006e+03	1.97e-33	-2.96e-19	-1.86e-38
9.41594e+20	8.6993e+03	1.97e-33	-1.35e-19	1.65e-38
9.51407e+20	8.6971e+03	1.97e-33	-2.25e-19	-9.17e-39
9.58737e+20	8.6962e+03	1.97e-33	-1.97e-19	5.74e-39
9.58737e+20	8.6962e+03	1.97e-33	-1.97e-19	0.00e+00
3.62618e+18	8.9165e+03	2.35e-33
2.17571e+19	8.9068e+03	2.34e-33	-3.35e-19
7.69329e+19	8.8933e+03	2.33e-33	-1.66e-19	2.08e-39
1.54319e+20	8.8574e+03	2.31e-33	-4.89e-19	-4.41e-39
2.24402e+20	8.8274e+03	2.29e-33	-4.49e-19	6.07e-40
2.87996e+20	8.8081e+03	2.27e-33	-3.20e-19	2.13e-39
3.45574e+20	8.7892e+03	2.26e-33	-3.44e-19	-4.36e-40
3.97647e+20	8.7714e+03	2.25e-33	-3.61e-19	-3.45e-40
4.44690e+20	8.7571e+03	2.24e-33	-3.21e-19	8.92e-40
4.87162e+20	8.7450e+03	2.23e-33	-3.01e-19	5.11e-40
5.25491e+20	8.7339e+03	2.23e-33	-3.03e-19	-6.97e-41
5.60068e+20	8.7243e+03	2.22e-33	-2.93e-19	3.10e-40
5.91249e+20	8.7160e+03	2.22e-33	-2.81e-19	4.19e-40
6.19360e+20	8.7087e+03	2.21e-33	-2.75e-19	2.03e-40
6.44699e+20	8.7022e+03	2.21e-33	-2.72e-19	1.13e-40
6.67535e+20	8.6964e+03	2.20e-33	-2.64e-19	3.66e-40
6.88110e+20	8.6913e+03	2.20e-33	-2.61e-19	1.68e-40
7.06647e+20	8.6868e+03	2.20e-33	-2.57e-19	2.36e-40
7.23346e+20	8.6828e+03	2.20e-33	-2.55e-19	1.47e-40
7.38386e+20	8.6792e+03	2.19e-33	-2.51e-19	2.81e-40
7.51932e+20	8.6760e+03	2.19e-33	-2.49e-19	1.14e-40
7.64131e+20	8.6732e+03	2.19e-33	-2.46e-19	2.63e-40
7.75117e+20	8.6706e+03	2.19e-33	-2.45e-19	1.15e-40
7.85009e+20	8.6686e+03	2.19e-33	-2.11e-19	3.64e-39
7.94148e+20	8.6659e+03	2.19e-33	-3.03e-19	-1.04e-38
8.03056e+20	8.6648e+03	2.18e-33	-1.28e-19	1.96e-38
8.11966e+20	8.6620e+03	2.18e-33	-3.18e-19	-2.13e-38
8.20878e+20	8.6605e+03	2.18e-33	-1.66e-19	1.71e-38
8.29793e+20	8.6583e+03	2.18e-33	-2.41e-19	-8.45e-39
8.38710e+20	8.6572e+03	2.18e-33	-1.24e-19	1.32e-38
8.47630e+20	8.6544e+03	2.18e-33	-3.20e-19	-2.20e-38
8.56552e+20	8.6531e+03	2.18e-33	-1.47e-19	1.94e-38
8.65477e+20	8.6509e+03	2.18e-33	-2.43e-19	-1.08e-38
8.72078e+20	8.6499e+03	2.18e-33	-2.24e-19	4.40e-39
8.72078e+20	8.6499e+03	2.18e-33	-2.24e-19	0.00e+00
3.41437e+18	8.8656e+03	2.59e-33
2.04862e+19	8.8558e+03	2.58e-33	-3.57e-19
7.10817e+19	8.8422e+03	2.57e-33	-1.84e-19	2.34e-39
1.41370e+20	8.8073e+03	2.54e-33	-5.24e-19	-5.10e-39
2.05029e+20	8.7781e+03	2.52e-33	-4.82e-19	6.95e-40
2.62791e+20	8.7591e+03	2.51e-33	-3.46e-19	2.48e-39
3.15086e+20	8.7407e+03	2.49e-33	-3.71e-19	-5.17e-40
3.62379e+20	8.7233e+03	2.48e-33	-3.88e-19	-3.82e-40
4.05104e+20	8.7092e+03	2.47e-33	-3.47e-19	1.03e-39
4.43676e+20	8.6973e+03	2.46e-33	-3.25e-19	6.08e-40
4.78485e+20	8.6865e+03	2.46e-33	-3.27e-19	-8.95e-41
5.09886e+20	8.6771e+03	2.45e-33	-3.16e-19	3.74e-40
5.38202e+20	8.6689e+03	2.44e-33	-3.04e-19	4.75e-40
5.63731e+20	8.6617e+03	2.44e-33	-2.97e-19	2.55e-40
5.86741e+20	8.6553e+03	2.43e-33	-2.94e-19	1.64e-40
6.07478e+20	8.6497e+03	2.43e-33	-2.88e-19	2.99e-40
6.26162e+20	8.6447e+03	2.43e-33	-2.82e-19	3.50e-40
6.42995e+20	8.6402e+03	2.42e-33	-2.79e-19	1.78e-40
6.58159e+20	8.6363e+03	2.42e-33	-2.75e-19	2.39e-40
6.71816e+20	8.6328e+03	2.42e-33	-2.72e-19	2.49e-40
6.84117e+20	8.6296e+03	2.42e-33	-2.69e-19	2.42e-40
6.95194e+20	8.6268e+03	2.41e-33	-2.67e-19	2.07e-40
7.05170e+20	8.6243e+03	2.41e-33	-2.65e-19	2.25e-40
7.14152e+20	8.6223e+03	2.41e-33	-2.30e-19	4.09e-39
7.22457e+20	8.6197e+03	2.41e-33	-3.26e-19	-1.18e-38
7.30558e+20	8.6185e+03	2.41e-33	-1.49e-19	2.18e-38
7.38661e+20	8.6158e+03	2.41e-33	-3.31e-19	-2.26e-38
7.46767e+20	8.6152e+03	2.41e-33	-7.36e-20	3.18e-38
7.54875e+20	8.6118e+03	2.40e-33	-4.27e-19	-4.35e-38
7.62985e+20	8.6108e+03	2.40e-33	-1.16e-19	3.84e-38
7.71097e+20	8.6084e+03	2.40e-33	-2.99e-19	-2.26e-38
7.79211e+20	8.6070e+03	2.40e-33	-1.71e-19	1.57e-38
7.87328e+20	8.6048e+03	2.40e-33	-2.72e-19	-1.24e-38
7.93270e+20	8.6040e+03	2.40e-33	-2.03e-19	1.84e-38
7.93270e+20	8.6040e+03	2.40e-33	-2.03e-19	0.00e+00
3.21584e+18	8.8150e+03	2.86e-33
1.92951e+19	8.8053e+03	2.84e-33	-3.77e-19
6.57043e+19	8.7916e+03	2.83e-33	-2.04e-19	2.58e-39
1.29544e+20	8.7576e+03	2.80e-33	-5.61e-19	-5.89e-39
1.87364e+20	8.7291e+03	2.78e-33	-5.17e-19	7.96e-40
2.39825e+20	8.7105e+03	2.76e-33	-3.73e-19	2.89e-39
2.87320e+20	8.6924e+03	2.75e-33	-4.01e-19	-6.29e-40
3.30271e+20	8.6754e+03	2.74e-33	-4.18e-19	-4.00e-40
3.69071e+20	8.6616e+03	2.72e-33	-3.75e-19	1.16e-39
4.04100e+20	8.6499e+03	2.72e-33	-3.50e-19	7.37e-40
4.35710e+20	8.6393e+03	2.71e-33	-3.54e-19	-1.28e-40
4.64225e+20	8.6301e+03	2.70e-33	-3.41e-19	4.72e-40
4.89938e+20	8.6221e+03	2.69e-33	-3.29e-19	5.26e-40
5.13120e+20	8.6150e+03	2.69e-33	-3.21e-19	3.25e-40
5.34015e+20	8.6087e+03	2.68e-33	-3.18e-19	1.68e-40
5.52845e+20	8.6031e+03	2.68e-33	-3.10e-19	4.49e-40
5.69811e+20	8.5982e+03	2.68e-33	-3.07e-19	1.76e-40
5.85096e+20	8.5939e+03	2.67e-33	-3.01e-19	4.67e-40
5.98864e+20	8.5899e+03	2.67e-33	-2.99e-19	1.04e-40
6.11265e+20	8.5865e+03	2.67e-33	-2.94e-19	4.44e-40
6.22434e+20	8.5834e+03	2.66e-33	-2.93e-19	1.09e-40
6.32493e+20	8.5806e+03	2.66e-33	-2.89e-19	4.16e-40
6.41550e+20	8.5782e+03	2.66e-33	-2.88e-19	9.78e-41
6.49706e+20	8.5763e+03	2.66e-33	-2.48e-19	5.17e-39
6.57253e+20	8.5736e+03	2.66e-33	-3.54e-19	-1.44e-38
6.64621e+20	8.5725e+03	2.66e-33	-1.54e-19	2.71e-38
6.71991e+20	8.5698e+03	2.65e-33	-3.68e-19	-2.90e-38
6.79363e+20	8.5693e+03	2.65e-33	-6.42e-20	4.12e-38
6.86737e+20	8.5658e+03	2.65e-33	-4.82e-19	-5.66e-38
6.94112e+20	8.5650e+03	2.65e-33	-1.07e-19	5.08e-38
7.01490e+20	8.5625e+03	2.65e-33	-3.31e-19	-3.04e-38
7.08870e+20	8.5612e+03	2.65e-33	-1.76e-19	2.10e-38
7.16252e+20	8.5590e+03	2.65e-33	-3.00e-19	-1.69e-38
7.21598e+20	8.5584e+03	2.65e-33	-1.77e-19	3.74e-38
7.21598e+20	8.5584e+03	2.65e-33	-1.77e-19	0.00e+00
3.02911e+18	8.7649e+03	3.15e-33
1.81746e+19	8.7550e+03	3.13e-33	-4.06e-19
6.07551e+19	8.7412e+03	3.12e-33	-2.27e-19	2.94e-39
1.18735e+20	8.7081e+03	3.09e-33	-6.01e-19	-6.81e-39
1.71251e+20	8.6804e+03	3.06e-33	-5.56e-19	9.13e-40
2.18896e+20	8.6621e+03	3.04e-33	-4.03e-19	3.37e-39
2.62029e+20	8.6443e+03	3.03e-33	-4.34e-19	-7.48e-40
3.01034e+20	8.6277e+03	3.01e-33	-4.50e-19	-4.32e-40
3.36269e+20	8.6141e+03	3.00e-33	-4.05e-19	1.34e-39
3.68078e+20	8.6027e+03	2.99e-33	-3.79e-19	8.72e-40
3.96782e+20	8.5923e+03	2.98e-33	-3.83e-19	-1.56e-40
4.22675e+20	8.5832e+03	2.98e-33	-3.69e-19	5.73e-40
4.46024e+20	8.5753e+03	2.97e-33	-3.56e-19	5.93e-40
4.67074e+20	8.5684e+03	2.96e-33	-3.47e-19	4.59e-40
4.86047e+20	8.5623e+03	2.96e-33	-3.41e-19	3.08e-40
5.03144e+20	8.5569e+03	2.95e-33	-3.33e-19	4.85e-40
5.18549e+20	8.5521e+03	2.95e-33	-3.28e-19	3.55e-40
5.32428e+20	8.5479e+03	2.94e-33	-3.23e-19	3.63e-40
5.44930e+20	8.5441e+03	2.94e-33	-3.22e-19	1.33e-40
5.56190e+20	8.5407e+03	2.94e-33	-3.15e-19	6.51e-40
5.66331e+20	8.5377e+03	2.94e-33	-3.14e-19	8.29e-41
5.75464e+20	8.5350e+03	2.93e-33	-3.10e-19	4.76e-40
5.83688e+20	8.5326e+03	2.93e-33	-3.09e-19	1.23e-40
5.91093e+20	8.5307e+03	2.93e-33	-2.67e-19	6.01e-39
5.97951e+20	8.5282e+03	2.93e-33	-3.78e-19	-1.67e-38
6.04653e+20	8.5270e+03	2.93e-33	-1.70e-19	3.10e-38
6.11356e+20	8.5244e+03	2.93e-33	-3.88e-19	-3.25e-38
6.18060e+20	8.5239e+03	2.92e-33	-8.04e-20	4.59e-38
6.24767e+20	8.5205e+03	2.92e-33	-5.02e-19	-6.28e-38
6.31476e+20	8.5197e+03	2.92e-33	-1.31e-19	5.53e-38
6.38186e+20	8.5173e+03	2.92e-33	-3.50e-19	-3.26e-38
6.44898e+20	8.5160e+03	2.92e-33	-1.97e-19	2.27e-38
6.51612e+20	8.5138e+03	2.92e-33	-3.18e-19	-1.80e-38
