# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: log_Te, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH log_Te parameters
1.25892e+16 1.05407e+18 87896100000000.0 195161000000000.0 3410060000000.0 1270020000.0 0.0 17965200000000.0 13406500000000.0 2940210000000.0 -2.42 3.909 [-2.42]
1.25892e+16 1.00348e+18 86637200000000.0 183278000000000.0 2977780000000.0 982845000.0 0.0 17727100000000.0 12357400000000.0 2627060000000.0 -2.4 3.906 [-2.4]
1.25892e+16 9.55212e+17 85343900000000.0 171995000000000.0 2597070000000.0 758543000.0 0.0 17468300000000.0 11367300000000.0 2344650000000.0 -2.38 3.904 [-2.38]
1.25892e+16 9.09214e+17 84019700000000.0 161303000000000.0 2262560000000.0 583979000.0 0.0 17190700000000.0 10436100000000.0 2090620000000.0 -2.36 3.901 [-2.36]
1.25892e+16 8.65378e+17 82665800000000.0 151177000000000.0 1968960000000.0 448481000.0 0.0 16895600000000.0 9562420000000.0 1862400000000.0 -2.34 3.899 [-2.34]
1.25892e+16 8.23601e+17 81284000000000.0 141594000000000.0 1711550000000.0 343582000.0 0.0 16584400000000.0 8744420000000.0 1657610000000.0 -2.32 3.896 [-2.32]
1.25892e+16 7.83704e+17 79873200000000.0 132510000000000.0 1485800000000.0 262490000.0 0.0 16257600000000.0 7978980000000.0 1473760000000.0 -2.3 3.893 [-2.3]
1.25893e+16 7.45807e+17 78443400000000.0 123952000000000.0 1288860000000.0 200166000.0 0.0 15917500000000.0 7269170000000.0 1309670000000.0 -2.28 3.89 [-2.28]
1.25892e+16 7.09577e+17 76985100000000.0 115844000000000.0 1116410000000.0 152220000.0 0.0 15567200000000.0 6604390000000.0 1162560000000.0 -2.26 3.887 [-2.26]
1.25892e+16 6.75097e+17 75509000000000.0 108201000000000.0 966101000000.0 115515000.0 0.0 15205700000000.0 5989710000000.0 1031330000000.0 -2.24 3.884 [-2.24]
1.25893e+16 6.42276e+17 74017000000000.0 100998000000000.0 835207000000.0 87482800.0 0.0 14835300000000.0 5421870000000.0 914354000000.0 -2.22 3.881 [-2.22]
1.25892e+16 6.10959e+17 72506200000000.0 94201000000000.0 721159000000.0 66098800.0 0.0 14457300000000.0 4896370000000.0 809988000000.0 -2.2 3.878 [-2.2]
1.25892e+16 5.81114e+17 70981000000000.0 87798000000000.0 621996000000.0 49837300.0 0.0 14073100000000.0 4412230000000.0 717058000000.0 -2.18 3.875 [-2.18]
1.25892e+16 5.52675e+17 69443500000000.0 81771100000000.0 535882000000.0 37500700.0 0.0 13684000000000.0 3967320000000.0 634394000000.0 -2.16 3.872 [-2.16]
1.25892e+16 5.25575e+17 67895900000000.0 76102600000000.0 461191000000.0 0.0 0.0 13291100000000.0 3559530000000.0 560930000000.0 -2.14 3.869 [-2.14]
1.25893e+16 4.99762e+17 66341200000000.0 70776300000000.0 396490000000.0 0.0 0.0 12896100000000.0 3186740000000.0 495707000000.0 -2.12 3.865 [-2.12]
1.25892e+16 4.75174e+17 64780800000000.0 65775900000000.0 340518000000.0 0.0 0.0 12499800000000.0 2846910000000.0 437854000000.0 -2.1 3.861 [-2.1]
1.25892e+16 4.51759e+17 63217900000000.0 61085500000000.0 292155000000.0 0.0 0.0 12103700000000.0 2537910000000.0 386580000000.0 -2.08 3.858 [-2.08]
1.25892e+16 4.29473e+17 61655000000000.0 56691600000000.0 250431000000.0 0.0 0.0 11708800000000.0 2257970000000.0 341187000000.0 -2.06 3.854 [-2.06]
1.25892e+16 4.08265e+17 60094800000000.0 52579200000000.0 214475000000.0 0.0 0.0 11316300000000.0 2004970000000.0 301028000000.0 -2.04 3.85 [-2.04]
1.25893e+16 3.88097e+17 58540500000000.0 48735000000000.0 183534000000.0 0.0 0.0 10927400000000.0 1777150000000.0 265533000000.0 -2.02 3.846 [-2.02]
1.25892e+16 3.68909e+17 56992900000000.0 45143300000000.0 156929000000.0 0.0 0.0 10542900000000.0 1572340000000.0 234168000000.0 -2.0 3.842 [-2.0]
1.25892e+16 3.5066e+17 55455000000000.0 41790500000000.0 134077000000.0 0.0 0.0 10164000000000.0 1388560000000.0 206465000000.0 -1.98 3.838 [-1.98]
1.25893e+16 3.33367e+17 53934000000000.0 38674500000000.0 114520000000.0 0.0 0.0 9792700000000.0 1224610000000.0 182077000000.0 -1.96 3.834 [-1.96]
1.25892e+16 3.16847e+17 52420000000000.0 35756700000000.0 97691600000.0 0.0 0.0 9425950000000.0 1078280000000.0 160472000000.0 -1.94 3.83 [-1.94]
1.25892e+16 3.01204e+17 50927300000000.0 33050800000000.0 83323200000.0 0.0 0.0 9068450000000.0 948379000000.0 141472000000.0 -1.92 3.826 [-1.92]
1.25892e+16 2.86365e+17 49455600000000.0 30538300000000.0 71044200000.0 0.0 0.0 8719710000000.0 833456000000.0 124739000000.0 -1.9 3.822 [-1.9]
1.25893e+16 2.72287e+17 48005800000000.0 28206600000000.0 60555700000.0 0.0 0.0 8380180000000.0 731878000000.0 110000000000.0 -1.88 3.817 [-1.88]
1.25892e+16 2.58943e+17 46580700000000.0 26046100000000.0 51607800000.0 0.0 0.0 8050470000000.0 642448000000.0 97025900000.0 -1.86 3.814 [-1.86]
1.25892e+16 2.46298e+17 45182200000000.0 24045700000000.0 43978700000.0 0.0 0.0 7730980000000.0 563847000000.0 85606300000.0 -1.84 3.81 [-1.84]
1.25892e+16 2.34315e+17 43811400000000.0 22194900000000.0 37476600000.0 0.0 0.0 7421980000000.0 494817000000.0 75553600000.0 -1.82 3.805 [-1.82]
1.25893e+16 2.22964e+17 42469700000000.0 20483800000000.0 31938100000.0 0.0 0.0 7123710000000.0 434298000000.0 66704700000.0 -1.8 3.801 [-1.8]
1.25892e+16 2.12207e+17 41157400000000.0 18902300000000.0 27220700000.0 0.0 0.0 6836110000000.0 381253000000.0 58912000000.0 -1.78 3.798 [-1.78]
1.25892e+16 2.02023e+17 39876700000000.0 17442800000000.0 23206000000.0 0.0 0.0 6559480000000.0 334876000000.0 52052800000.0 -1.76 3.794 [-1.76]
1.25892e+16 1.92377e+17 38627700000000.0 16095700000000.0 19788600000.0 0.0 0.0 6293620000000.0 294308000000.0 46011500000.0 -1.74 3.79 [-1.74]
1.25892e+16 1.83239e+17 37410600000000.0 14852900000000.0 16879800000.0 0.0 0.0 6038410000000.0 258818000000.0 40688900000.0 -1.72 3.787 [-1.72]
1.25892e+16 1.74582e+17 36225700000000.0 13706700000000.0 14403900000.0 0.0 0.0 5793680000000.0 227772000000.0 35998200000.0 -1.7 3.783 [-1.7]
1.25892e+16 1.66378e+17 35073200000000.0 12649900000000.0 12296200000.0 0.0 0.0 5559210000000.0 200610000000.0 31862800000.0 -1.68 3.78 [-1.68]
1.25892e+16 1.58603e+17 33953000000000.0 11675700000000.0 10501600000.0 0.0 0.0 5334730000000.0 176830000000.0 28215700000.0 -1.66 3.776 [-1.66]
1.25893e+16 1.51222e+17 32863700000000.0 10776600000000.0 8971910000.0 0.0 0.0 5119680000000.0 155977000000.0 24994900000.0 -1.64 3.773 [-1.64]
1.25892e+16 1.44238e+17 31808600000000.0 9949820000000.0 7671030000.0 0.0 0.0 4914480000000.0 137750000000.0 22156700000.0 -1.62 3.77 [-1.62]
1.25893e+16 1.37607e+17 30784300000000.0 9187190000000.0 6561670000.0 0.0 0.0 4718190000000.0 121734000000.0 19648700000.0 -1.6 3.767 [-1.6]
1.25893e+16 1.31315e+17 29791200000000.0 8484360000000.0 5615970000.0 0.0 0.0 4530620000000.0 107669000000.0 17433200000.0 -1.58 3.764 [-1.58]
1.25893e+16 1.25343e+17 28828800000000.0 7836630000000.0 4809420000.0 0.0 0.0 4351430000000.0 95307500000.0 15475000000.0 -1.56 3.761 [-1.56]
1.25893e+16 1.19682e+17 27898300000000.0 7240740000000.0 4122140000.0 0.0 0.0 4180620000000.0 84441100000.0 13745800000.0 -1.54 3.758 [-1.54]
1.25892e+16 1.14295e+17 26995900000000.0 6690530000000.0 3534660000.0 0.0 0.0 4017210000000.0 74862600000.0 12214100000.0 -1.52 3.755 [-1.52]
1.25892e+16 1.09178e+17 26122700000000.0 6183390000000.0 3032930000.0 0.0 0.0 3861200000000.0 66416900000.0 10858700000.0 -1.5 3.752 [-1.5]
1.25892e+16 1.04314e+17 25278000000000.0 5715910000000.0 2604220000.0 0.0 0.0 3712260000000.0 58964100000.0 9658620000.0 -1.48 3.749 [-1.48]
1.25892e+16 9.96893e+16 24461200000000.0 5284960000000.0 2237710000.0 0.0 0.0 3570080000000.0 52380400000.0 8595720000.0 -1.46 3.747 [-1.46]
1.25892e+16 9.52913e+16 23671700000000.0 4887620000000.0 1924200000.0 0.0 0.0 3434350000000.0 46558500000.0 7653840000.0 -1.44 3.744 [-1.44]
1.25892e+16 9.11078e+16 22908900000000.0 4521270000000.0 1655870000.0 0.0 0.0 3304790000000.0 41406900000.0 6818900000.0 -1.42 3.741 [-1.42]
1.25892e+16 8.71268e+16 22172000000000.0 4183420000000.0 1426080000.0 0.0 0.0 3181100000000.0 36843200000.0 6078380000.0 -1.4 3.738 [-1.4]
1.25892e+16 8.33373e+16 21460400000000.0 3871810000000.0 1229150000.0 0.0 0.0 3063030000000.0 32796600000.0 5421310000.0 -1.38 3.736 [-1.38]
1.25893e+16 7.97298e+16 20773600000000.0 3584390000000.0 1060310000.0 0.0 0.0 2950320000000.0 29206600000.0 4838070000.0 -1.36 3.733 [-1.36]
1.25893e+16 7.6294e+16 20110600000000.0 3319220000000.0 915426000.0 0.0 0.0 2842700000000.0 26018300000.0 4320080000.0 -1.34 3.73 [-1.34]
1.25892e+16 7.30206e+16 19470900000000.0 3074530000000.0 791024000.0 0.0 0.0 2739930000000.0 23184900000.0 3859820000.0 -1.32 3.728 [-1.32]
1.25892e+16 6.99018e+16 18853900000000.0 2848720000000.0 684139000.0 0.0 0.0 2641800000000.0 20665400000.0 3450700000.0 -1.3 3.725 [-1.3]
1.25892e+16 6.69296e+16 18258800000000.0 2640310000000.0 592232000.0 0.0 0.0 2548100000000.0 18423500000.0 3086850000.0 -1.28 3.722 [-1.28]
1.25892e+16 6.40962e+16 17685200000000.0 2447910000000.0 513151000.0 0.0 0.0 2458620000000.0 16427400000.0 2763110000.0 -1.26 3.719 [-1.26]
1.25892e+16 6.13943e+16 17132100000000.0 2270250000000.0 445050000.0 0.0 0.0 2373130000000.0 14648900000.0 2474890000.0 -1.24 3.716 [-1.24]
1.25892e+16 5.88176e+16 16599100000000.0 2106190000000.0 386366000.0 0.0 0.0 2291480000000.0 13064100000.0 2218190000.0 -1.22 3.714 [-1.22]
1.25892e+16 5.63593e+16 16085400000000.0 1954620000000.0 335750000.0 0.0 0.0 2213460000000.0 11650300000.0 1989420000.0 -1.2 3.711 [-1.2]
1.25892e+16 5.4014e+16 15590500000000.0 1814600000000.0 292063000.0 0.0 0.0 2138930000000.0 10389600000.0 1785460000.0 -1.18 3.708 [-1.18]
1.25893e+16 5.17759e+16 15113800000000.0 1685220000000.0 254324000.0 0.0 0.0 2067710000000.0 9265560000.0 1603510000.0 -1.16 3.705 [-1.16]
1.25892e+16 4.96475e+16 14656400000000.0 1566080000000.0 221775000.0 0.0 0.0 1999900000000.0 8263640000.0 1441480000.0 -1.14 3.702 [-1.14]
1.25892e+16 4.76072e+16 14214100000000.0 1455460000000.0 193524000.0 0.0 0.0 1934830000000.0 7366420000.0 1296390000.0 -1.12 3.699 [-1.12]
1.25892e+16 4.56586e+16 13788100000000.0 1353140000000.0 169052000.0 0.0 0.0 1872610000000.0 6564930000.0 1166730000.0 -1.1 3.696 [-1.1]
1.25892e+16 4.37972e+16 13378000000000.0 1258440000000.0 147831000.0 0.0 0.0 1813120000000.0 5848760000.0 1050800000.0 -1.08 3.693 [-1.08]
1.25892e+16 4.20187e+16 12983000000000.0 1170760000000.0 129414000.0 0.0 0.0 1756220000000.0 5208820000.0 947068000.0 -1.06 3.69 [-1.06]
1.25892e+16 4.03194e+16 12602800000000.0 1089590000000.0 113417000.0 0.0 0.0 1701810000000.0 4637200000.0 854215000.0 -1.04 3.686 [-1.04]
1.25892e+16 3.8696e+16 12237000000000.0 1014440000000.0 99511500.0 0.0 0.0 1649780000000.0 4126770000.0 771063000.0 -1.02 3.683 [-1.02]
1.25892e+16 3.71436e+16 11884700000000.0 944806000000.0 87406700.0 0.0 0.0 1600000000000.0 3670660000.0 696516000.0 -1.0 3.68 [-1.0]
1.25893e+16 3.56589e+16 11545400000000.0 880274000000.0 76860800.0 0.0 0.0 1552340000000.0 3263110000.0 629646000.0 -0.98 3.676 [-0.98]
1.25893e+16 3.42396e+16 11219000000000.0 820487000000.0 67667000.0 0.0 0.0 1506760000000.0 2899390000.0 569643000.0 -0.96 3.673 [-0.96]
1.25893e+16 3.28815e+16 10904500000000.0 765045000000.0 59640900.0 0.0 0.0 1463110000000.0 2574210000.0 515748000.0 -0.94 3.669 [-0.94]
1.25893e+16 3.15828e+16 10602000000000.0 713653000000.0 52629800.0 0.0 0.0 1421340000000.0 2284600000.0 467325000.0 -0.92 3.665 [-0.92]
1.25893e+16 3.03397e+16 10310600000000.0 665967000000.0 46496800.0 0.0 0.0 1381340000000.0 2025810000.0 423774000.0 -0.9 3.661 [-0.9]
1.25893e+16 2.91501e+16 10030100000000.0 621716000000.0 41127100.0 0.0 0.0 1343030000000.0 1795020000.0 384584000.0 -0.88 3.658 [-0.88]
1.25893e+16 2.80115e+16 9760000000000.0 580643000000.0 36420900.0 0.0 0.0 1306340000000.0 1589380000.0 349296000.0 -0.86 3.654 [-0.86]
1.25892e+16 2.69188e+16 9499330000000.0 542418000000.0 32286000.0 0.0 0.0 1271120000000.0 1405890000.0 317457000.0 -0.84 3.65 [-0.84]
1.25893e+16 2.58773e+16 9249520000000.0 507071000000.0 28664700.0 0.0 0.0 1237530000000.0 1242910000.0 288821000.0 -0.82 3.645 [-0.82]
1.25893e+16 2.48773e+16 9008300000000.0 474142000000.0 25475300.0 0.0 0.0 1205260000000.0 1097650000.0 262943000.0 -0.8 3.641 [-0.8]
1.25893e+16 2.39195e+16 8776010000000.0 443535000000.0 22668000.0 0.0 0.0 1174330000000.0 968485000.0 239575000.0 -0.78 3.637 [-0.78]
1.25893e+16 2.30016e+16 8552210000000.0 415068000000.0 20194000.0 0.0 0.0 1144680000000.0 853675000.0 218457000.0 -0.76 3.632 [-0.76]
1.25892e+16 2.21197e+16 8336040000000.0 388521000000.0 18008300.0 0.0 0.0 1116180000000.0 751579000.0 199334000.0 -0.74 3.628 [-0.74]
1.25892e+16 2.12765e+16 8128280000000.0 363874000000.0 16081000.0 0.0 0.0 1088920000000.0 661145000.0 182051000.0 -0.72 3.623 [-0.72]
1.25892e+16 2.0468e+16 7928030000000.0 340926000000.0 14376900.0 0.0 0.0 1062760000000.0 580993000.0 166397000.0 -0.7 3.619 [-0.7]
1.25892e+16 1.96929e+16 7735030000000.0 319556000000.0 12868600.0 0.0 0.0 1037680000000.0 510113000.0 152210000.0 -0.68 3.614 [-0.68]
1.25893e+16 1.89487e+16 7548770000000.0 299623000000.0 11531500.0 0.0 0.0 1013580000000.0 447191000.0 139337000.0 -0.66 3.609 [-0.66]
1.25892e+16 1.82357e+16 7369390000000.0 281069000000.0 10346100.0 0.0 0.0 990481000000.0 391855000.0 127659000.0 -0.64 3.604 [-0.64]
1.25892e+16 1.75511e+16 7196250000000.0 263753000000.0 9293020.0 0.0 0.0 968293000000.0 342917000.0 117047000.0 -0.62 3.598 [-0.62]
1.25893e+16 1.68941e+16 7029210000000.0 247600000000.0 8356690.0 0.0 0.0 946990000000.0 299825000.0 107400000.0 -0.6 3.593 [-0.6]
1.25893e+16 1.62632e+16 6867950000000.0 232520000000.0 7523170.0 0.0 0.0 926523000000.0 261864000.0 98622400.0 -0.58 3.587 [-0.58]
1.25893e+16 1.56578e+16 6712360000000.0 218449000000.0 6780750.0 0.0 0.0 906872000000.0 228436000.0 90633900.0 -0.56 3.582 [-0.56]
1.25893e+16 1.5076e+16 6561990000000.0 205295000000.0 6118100.0 0.0 0.0 887977000000.0 199185000.0 83351900.0 -0.54 3.576 [-0.54]
1.25893e+16 1.45159e+16 6416390000000.0 192978000000.0 5525590.0 0.0 0.0 869776000000.0 173565000.0 76704900.0 -0.52 3.57 [-0.52]
1.25893e+16 1.398e+16 6276300000000.0 181509000000.0 4997140.0 0.0 0.0 852351000000.0 151141000.0 70652100.0 -0.5 3.564 [-0.5]
1.25893e+16 1.34638e+16 6140560000000.0 170761000000.0 4523550.0 0.0 0.0 835562000000.0 131573000.0 65118700.0 -0.48 3.558 [-0.48]
1.25893e+16 1.29678e+16 6009280000000.0 160706000000.0 4099220.0 0.0 0.0 819413000000.0 114528000.0 60061900.0 -0.46 3.551 [-0.46]
1.25892e+16 1.24906e+16 5882200000000.0 151291000000.0 3718530.0 0.0 0.0 803870000000.0 99670900.0 55436500.0 -0.44 3.545 [-0.44]
1.25892e+16 1.20317e+16 5759170000000.0 142475000000.0 3376670.0 0.0 0.0 788910000000.0 86769500.0 51202900.0 -0.42 3.538 [-0.42]
1.25893e+16 1.15899e+16 5639910000000.0 134210000000.0 3069240.0 0.0 0.0 774499000000.0 75567700.0 47324000.0 -0.4 3.531 [-0.4]
1.25893e+16 1.11649e+16 5524380000000.0 126468000000.0 2792640.0 0.0 0.0 760628000000.0 65880900.0 43769200.0 -0.38 3.524 [-0.38]
1.25893e+16 1.0756e+16 5412380000000.0 119212000000.0 2543490.0 0.0 0.0 747270000000.0 57511600.0 40508700.0 -0.36 3.517 [-0.36]
1.25893e+16 1.03623e+16 5303670000000.0 112404000000.0 2318770.0 0.0 0.0 734395000000.0 50287600.0 37515300.0 -0.34 3.509 [-0.34]
1.25892e+16 9983050000000000.0 5198100000000.0 106017000000.0 2115880.0 0.0 0.0 721982000000.0 44061800.0 34765300.0 -0.32 3.501 [-0.32]
1.25892e+16 9617700000000000.0 5095510000000.0 100021000000.0 1932520.0 0.0 0.0 710012000000.0 38701800.0 32237100.0 -0.3 3.494 [-0.3]
1.25892e+16 9266820000000000.0 4996060000000.0 94406500000.0 1766850.0 0.0 0.0 698505000000.0 34118400.0 29913700.0 -0.28 3.485 [-0.28]
1.25892e+16 8926840000000000.0 4898780000000.0 89107700000.0 1616470.0 0.0 0.0 687342000000.0 30148800.0 27770600.0 -0.26 3.477 [-0.26]
1.25893e+16 8599920000000000.0 4804290000000.0 84140600000.0 1480310.0 0.0 0.0 676596000000.0 26748800.0 25798100.0 -0.24 3.468 [-0.24]
1.25893e+16 8283410000000000.0 4711810000000.0 79455700000.0 1356570.0 0.0 0.0 666175000000.0 23815300.0 23977000.0 -0.22 3.459 [-0.22]
1.25893e+16 7979010000000000.0 4621840000000.0 75063000000.0 1244320.0 0.0 0.0 656139000000.0 21302600.0 22298900.0 -0.2 3.45 [-0.2]
1.25892e+16 7685560000000000.0 4534030000000.0 70934000000.0 1142280.0 0.0 0.0 646448000000.0 19143000.0 20749900.0 -0.18 3.441 [-0.18]
1.25892e+16 7402400000000000.0 4448220000000.0 67051400000.0 1049440.0 0.0 0.0 637082000000.0 17279200.0 19319100.0 -0.16 3.431 [-0.16]
1.25892e+16 7128470000000000.0 4364070000000.0 63391700000.0 964797.0 0.0 0.0 628004000000.0 15664100.0 17995400.0 -0.14 3.421 [-0.14]
1.25892e+16 6866610000000000.0 4282440000000.0 59976300000.0 887913.0 0.0 0.0 619311000000.0 14272100.0 16775000.0 -0.12 3.411 [-0.12]
1.25892e+16 6611560000000000.0 4201730000000.0 56738700000.0 817520.0 0.0 0.0 610822000000.0 13049300.0 15642000.0 -0.1 3.4 [-0.1]
1.25892e+16 6364470000000000.0 4122270000000.0 53684700000.0 753160.0 0.0 0.0 602577000000.0 11976400.0 14591700.0 -0.08 3.388 [-0.08]
1.25893e+16 6126940000000000.0 4044560000000.0 50819300000.0 694394.0 0.0 0.0 594635000000.0 11034900.0 13619500.0 -0.06 3.377 [-0.06]
1.25893e+16 5898630000000000.0 3968490000000.0 48132400000.0 0.0 0.0 0.0 586978000000.0 10202200.0 12719300.0 -0.04 0.0 [-0.04]
1.25893e+16 5679560000000000.0 3894140000000.0 45620200000.0 0.0 0.0 0.0 579613000000.0 9459470.0 11885900.0 -0.02 0.0 [-0.02]
1.25893e+16 5463670000000000.0 3819390000000.0 43211300000.0 0.0 0.0 0.0 572321000000.0 8787020.0 11106800.0 -0.0 0.0 [-0.0]
