#Index	Failure?	Warnings?	Exit code	#rank	#seq	HDEN=%f L	METALS= %	grid parameter string
000000056	F	F	                  ok	1	433	-5.000000	0.240000	-5.000000, 0.240000
000000057	F	F	                  ok	6	686	-5.000000	0.280000	-5.000000, 0.280000
000000058	F	F	                  ok	4	580	-5.000000	0.320000	-5.000000, 0.320000
000000059	F	F	                  ok	11	1010	-5.000000	0.360000	-5.000000, 0.360000
000000060	F	F	                  ok	10	781	-5.000000	0.400000	-5.000000, 0.400000
000000061	F	F	                  ok	3	1580	-5.000000	0.440000	-5.000000, 0.440000
000000062	F	F	                  ok	6	970	-5.000000	0.480000	-5.000000, 0.480000
000000063	F	F	                  ok	0	1040	-5.000000	0.520000	-5.000000, 0.520000
000000064	F	F	                  ok	3	869	-5.000000	0.560000	-5.000000, 0.560000
000000065	F	F	                  ok	3	338	-5.000000	0.600000	-5.000000, 0.600000
000000066	F	F	                  ok	6	544	-5.000000	0.640000	-5.000000, 0.640000
000000067	F	F	                  ok	2	258	-5.000000	0.680000	-5.000000, 0.680000
000000068	F	F	                  ok	10	1201	-5.000000	0.720000	-5.000000, 0.720000
000000069	F	F	                  ok	7	1333	-5.000000	0.760000	-5.000000, 0.760000
000000070	F	F	                  ok	8	173	-5.000000	0.800000	-5.000000, 0.800000
000000071	F	F	                  ok	3	268	-5.000000	0.840000	-5.000000, 0.840000
000000072	F	F	                  ok	7	423	-5.000000	0.880000	-5.000000, 0.880000
000000073	F	F	                  ok	1	412	-5.000000	0.920000	-5.000000, 0.920000
000000074	F	F	                  ok	6	513	-5.000000	0.960000	-5.000000, 0.960000
000000075	F	F	                  ok	3	522	-5.000000	1.000000	-5.000000, 1.000000
000000076	F	F	                  ok	8	1170	-4.980000	-2.000000	-4.980000, -2.000000
000000077	F	F	                  ok	10	1227	-4.980000	-1.960000	-4.980000, -1.960000
000000078	F	F	                  ok	8	284	-4.980000	-1.920000	-4.980000, -1.920000
000000079	F	F	                  ok	8	1421	-4.980000	-1.880000	-4.980000, -1.880000
000000080	F	F	                  ok	1	1274	-4.980000	-1.840000	-4.980000, -1.840000
000000081	F	F	                  ok	6	523	-4.980000	-1.800000	-4.980000, -1.800000
000000082	F	F	                  ok	7	123	-4.980000	-1.760000	-4.980000, -1.760000
000000083	F	F	                  ok	5	780	-4.980000	-1.720000	-4.980000, -1.720000
000000084	F	F	                  ok	1	1308	-4.980000	-1.680000	-4.980000, -1.680000
000000085	F	F	                  ok	10	913	-4.980000	-1.640000	-4.980000, -1.640000
000000086	F	F	                  ok	3	497	-4.980000	-1.600000	-4.980000, -1.600000
000000087	F	F	                  ok	2	628	-4.980000	-1.560000	-4.980000, -1.560000
000000088	F	F	                  ok	9	73	-4.980000	-1.520000	-4.980000, -1.520000
000000089	F	F	                  ok	2	240	-4.980000	-1.480000	-4.980000, -1.480000
000000090	F	F	                  ok	5	1451	-4.980000	-1.440000	-4.980000, -1.440000
000000091	F	F	                  ok	8	1229	-4.980000	-1.400000	-4.980000, -1.400000
000000092	F	F	                  ok	7	135	-4.980000	-1.360000	-4.980000, -1.360000
000000093	F	F	                  ok	5	155	-4.980000	-1.320000	-4.980000, -1.320000
000000094	F	F	                  ok	1	1362	-4.980000	-1.280000	-4.980000, -1.280000
000000095	F	F	                  ok	2	1228	-4.980000	-1.240000	-4.980000, -1.240000
000000096	F	F	                  ok	9	354	-4.980000	-1.200000	-4.980000, -1.200000
000000097	F	F	                  ok	7	969	-4.980000	-1.160000	-4.980000, -1.160000
000000098	F	F	                  ok	7	632	-4.980000	-1.120000	-4.980000, -1.120000
000000099	F	F	                  ok	7	1101	-4.980000	-1.080000	-4.980000, -1.080000
000000100	F	F	                  ok	11	1064	-4.980000	-1.040000	-4.980000, -1.040000
000000101	F	F	                  ok	7	136	-4.980000	-1.000000	-4.980000, -1.000000
000000102	F	F	                  ok	8	766	-4.980000	-0.960000	-4.980000, -0.960000
000000103	F	F	                  ok	2	1349	-4.980000	-0.920000	-4.980000, -0.920000
000000104	F	F	                  ok	9	1559	-4.980000	-0.880000	-4.980000, -0.880000
000000105	F	F	                  ok	2	1049	-4.980000	-0.840000	-4.980000, -0.840000
000000106	F	F	                  ok	2	277	-4.980000	-0.800000	-4.980000, -0.800000
000000107	F	F	                  ok	2	1297	-4.980000	-0.760000	-4.980000, -0.760000
000000108	F	F	                  ok	6	696	-4.980000	-0.720000	-4.980000, -0.720000
000000109	F	F	                  ok	7	479	-4.980000	-0.680000	-4.980000, -0.680000
000000110	F	F	                  ok	5	1563	-4.980000	-0.640000	-4.980000, -0.640000
000000111	F	F	                  ok	1	341	-4.980000	-0.600000	-4.980000, -0.600000
000000112	F	F	                  ok	3	466	-4.980000	-0.560000	-4.980000, -0.560000
000000113	F	F	                  ok	8	944	-4.980000	-0.520000	-4.980000, -0.520000
000000114	F	F	                  ok	5	436	-4.980000	-0.480000	-4.980000, -0.480000
000000115	F	F	                  ok	1	1250	-4.980000	-0.440000	-4.980000, -0.440000
000000116	F	F	                  ok	11	599	-4.980000	-0.400000	-4.980000, -0.400000
000000117	F	F	                  ok	0	602	-4.980000	-0.360000	-4.980000, -0.360000
000000118	F	F	                  ok	10	1015	-4.980000	-0.320000	-4.980000, -0.320000
000000119	F	F	                  ok	11	273	-4.980000	-0.280000	-4.980000, -0.280000
000000120	F	F	                  ok	5	1241	-4.980000	-0.240000	-4.980000, -0.240000
000000121	F	F	                  ok	5	1449	-4.980000	-0.200000	-4.980000, -0.200000
000000122	F	F	                  ok	0	649	-4.980000	-0.160000	-4.980000, -0.160000
000000123	F	F	                  ok	8	1105	-4.980000	-0.120000	-4.980000, -0.120000
000000124	F	F	                  ok	2	935	-4.980000	-0.080000	-4.980000, -0.080000
000000125	F	F	                  ok	3	333	-4.980000	-0.040000	-4.980000, -0.040000
000000126	F	F	                  ok	10	252	-4.980000	-0.000000	-4.980000, -0.000000
000000127	F	F	                  ok	9	363	-4.980000	0.040000	-4.980000, 0.040000
000000128	F	F	                  ok	8	332	-4.980000	0.080000	-4.980000, 0.080000
000000129	F	F	                  ok	3	625	-4.980000	0.120000	-4.980000, 0.120000
000000130	F	F	                  ok	6	134	-4.980000	0.160000	-4.980000, 0.160000
000000131	F	F	                  ok	5	915	-4.980000	0.200000	-4.980000, 0.200000
000000132	F	F	                  ok	11	1217	-4.980000	0.240000	-4.980000, 0.240000
000000133	F	F	                  ok	0	1366	-4.980000	0.280000	-4.980000, 0.280000
000000134	F	F	                  ok	6	814	-4.980000	0.320000	-4.980000, 0.320000
000000135	F	F	                  ok	0	275	-4.980000	0.360000	-4.980000, 0.360000
000000136	F	F	                  ok	4	1269	-4.980000	0.400000	-4.980000, 0.400000
000000137	F	F	                  ok	6	1306	-4.980000	0.440000	-4.980000, 0.440000
000000138	F	F	                  ok	5	276	-4.980000	0.480000	-4.980000, 0.480000
000000139	F	F	                  ok	11	1511	-4.980000	0.520000	-4.980000, 0.520000
000000140	F	F	                  ok	1	641	-4.980000	0.560000	-4.980000, 0.560000
000000141	F	F	                  ok	1	623	-4.980000	0.600000	-4.980000, 0.600000
000000142	F	F	                  ok	3	766	-4.980000	0.640000	-4.980000, 0.640000
000000143	F	F	                  ok	6	1284	-4.980000	0.680000	-4.980000, 0.680000
000000144	F	F	                  ok	6	1384	-4.980000	0.720000	-4.980000, 0.720000
000000145	F	F	                  ok	3	960	-4.980000	0.760000	-4.980000, 0.760000
000000146	F	F	                  ok	5	805	-4.980000	0.800000	-4.980000, 0.800000
000000147	F	F	                  ok	5	358	-4.980000	0.840000	-4.980000, 0.840000
000000148	F	F	                  ok	3	871	-4.980000	0.880000	-4.980000, 0.880000
000000149	F	F	                  ok	6	1303	-4.980000	0.920000	-4.980000, 0.920000
000000150	F	F	                  ok	0	165	-4.980000	0.960000	-4.980000, 0.960000
000000151	F	F	                  ok	8	608	-4.980000	1.000000	-4.980000, 1.000000
000000152	F	F	                  ok	10	1439	-4.960000	-2.000000	-4.960000, -2.000000
000000153	F	F	                  ok	4	559	-4.960000	-1.960000	-4.960000, -1.960000
000000154	F	F	                  ok	4	1557	-4.960000	-1.920000	-4.960000, -1.920000
000000155	F	F	                  ok	4	104	-4.960000	-1.880000	-4.960000, -1.880000
000000156	F	F	                  ok	11	637	-4.960000	-1.840000	-4.960000, -1.840000
000000157	F	F	                  ok	11	249	-4.960000	-1.800000	-4.960000, -1.800000
000000158	F	F	                  ok	10	1366	-4.960000	-1.760000	-4.960000, -1.760000
000000159	F	F	                  ok	10	328	-4.960000	-1.720000	-4.960000, -1.720000
000000160	F	F	                  ok	2	1354	-4.960000	-1.680000	-4.960000, -1.680000
000000161	F	F	                  ok	0	623	-4.960000	-1.640000	-4.960000, -1.640000
000000162	F	F	                  ok	2	108	-4.960000	-1.600000	-4.960000, -1.600000
000000163	F	F	                  ok	5	226	-4.960000	-1.560000	-4.960000, -1.560000
000000164	F	F	                  ok	1	42	-4.960000	-1.520000	-4.960000, -1.520000
000000165	F	F	                  ok	8	860	-4.960000	-1.480000	-4.960000, -1.480000
000000166	F	F	                  ok	6	219	-4.960000	-1.440000	-4.960000, -1.440000
000000167	F	F	                  ok	5	1359	-4.960000	-1.400000	-4.960000, -1.400000
000000168	F	F	                  ok	10	897	-4.960000	-1.360000	-4.960000, -1.360000
000000169	F	F	                  ok	7	934	-4.960000	-1.320000	-4.960000, -1.320000
000000170	F	F	                  ok	3	295	-4.960000	-1.280000	-4.960000, -1.280000
000000171	F	F	                  ok	4	274	-4.960000	-1.240000	-4.960000, -1.240000
000000172	F	F	                  ok	7	1533	-4.960000	-1.200000	-4.960000, -1.200000
000000173	F	F	                  ok	0	220	-4.960000	-1.160000	-4.960000, -1.160000
000000174	F	F	                  ok	1	571	-4.960000	-1.120000	-4.960000, -1.120000
000000175	F	F	                  ok	3	1131	-4.960000	-1.080000	-4.960000, -1.080000
000000176	F	F	                  ok	8	1118	-4.960000	-1.040000	-4.960000, -1.040000
000000177	F	F	                  ok	3	1169	-4.960000	-1.000000	-4.960000, -1.000000
000000178	F	F	                  ok	11	499	-4.960000	-0.960000	-4.960000, -0.960000
000000179	F	F	                  ok	5	942	-4.960000	-0.920000	-4.960000, -0.920000
000000180	F	F	                  ok	7	1520	-4.960000	-0.880000	-4.960000, -0.880000
000000181	F	F	                  ok	7	1395	-4.960000	-0.840000	-4.960000, -0.840000
000000182	F	F	                  ok	5	158	-4.960000	-0.800000	-4.960000, -0.800000
000000183	F	F	                  ok	11	1573	-4.960000	-0.760000	-4.960000, -0.760000
000000184	F	F	                  ok	1	764	-4.960000	-0.720000	-4.960000, -0.720000
000000185	F	F	                  ok	0	458	-4.960000	-0.680000	-4.960000, -0.680000
000000186	F	F	                  ok	7	266	-4.960000	-0.640000	-4.960000, -0.640000
000000187	F	F	                  ok	7	1417	-4.960000	-0.600000	-4.960000, -0.600000
000000188	F	F	                  ok	5	403	-4.960000	-0.560000	-4.960000, -0.560000
000000189	F	F	                  ok	7	242	-4.960000	-0.520000	-4.960000, -0.520000
000000190	F	F	                  ok	4	260	-4.960000	-0.480000	-4.960000, -0.480000
000000191	F	F	                  ok	10	874	-4.960000	-0.440000	-4.960000, -0.440000
000000192	F	F	                  ok	11	1292	-4.960000	-0.400000	-4.960000, -0.400000
000000193	F	F	                  ok	0	1286	-4.960000	-0.360000	-4.960000, -0.360000
000000194	F	F	                  ok	10	1222	-4.960000	-0.320000	-4.960000, -0.320000
000000195	F	F	                  ok	2	477	-4.960000	-0.280000	-4.960000, -0.280000
000000196	F	F	                  ok	6	805	-4.960000	-0.240000	-4.960000, -0.240000
000000197	F	F	                  ok	3	682	-4.960000	-0.200000	-4.960000, -0.200000
000000198	F	F	                  ok	6	1007	-4.960000	-0.160000	-4.960000, -0.160000
000000199	F	F	                  ok	1	1284	-4.960000	-0.120000	-4.960000, -0.120000
000000200	F	F	                  ok	7	260	-4.960000	-0.080000	-4.960000, -0.080000
000000201	F	F	                  ok	1	1434	-4.960000	-0.040000	-4.960000, -0.040000
000000202	F	F	                  ok	3	593	-4.960000	-0.000000	-4.960000, -0.000000
000000203	F	F	                  ok	8	983	-4.960000	0.040000	-4.960000, 0.040000
000000204	F	F	                  ok	11	1075	-4.960000	0.080000	-4.960000, 0.080000
000000205	F	F	                  ok	10	681	-4.960000	0.120000	-4.960000, 0.120000
000000206	F	F	                  ok	5	228	-4.960000	0.160000	-4.960000, 0.160000
000000207	F	F	                  ok	5	498	-4.960000	0.200000	-4.960000, 0.200000
000000208	F	F	                  ok	4	668	-4.960000	0.240000	-4.960000, 0.240000
000000209	F	F	                  ok	11	1102	-4.960000	0.280000	-4.960000, 0.280000
000000210	F	F	                  ok	8	628	-4.960000	0.320000	-4.960000, 0.320000
000000211	F	F	                  ok	9	687	-4.960000	0.360000	-4.960000, 0.360000
000000212	F	F	                  ok	0	1425	-4.960000	0.400000	-4.960000, 0.400000
000000213	F	F	                  ok	11	872	-4.960000	0.440000	-4.960000, 0.440000
000000214	F	F	                  ok	4	491	-4.960000	0.480000	-4.960000, 0.480000
000000215	F	F	                  ok	5	992	-4.960000	0.520000	-4.960000, 0.520000
000000216	F	F	                  ok	0	380	-4.960000	0.560000	-4.960000, 0.560000
000000217	F	F	                  ok	11	1514	-4.960000	0.600000	-4.960000, 0.600000
000000218	F	F	                  ok	6	1124	-4.960000	0.640000	-4.960000, 0.640000
000000219	F	F	                  ok	0	428	-4.960000	0.680000	-4.960000, 0.680000
000000220	F	F	                  ok	8	207	-4.960000	0.720000	-4.960000, 0.720000
000000221	F	F	                  ok	7	1110	-4.960000	0.760000	-4.960000, 0.760000
000000222	F	F	                  ok	9	535	-4.960000	0.800000	-4.960000, 0.800000
000000223	F	F	                  ok	11	807	-4.960000	0.840000	-4.960000, 0.840000
000000224	F	F	                  ok	1	1150	-4.960000	0.880000	-4.960000, 0.880000
000000225	F	F	                  ok	3	1341	-4.960000	0.920000	-4.960000, 0.920000
000000226	F	F	                  ok	5	37	-4.960000	0.960000	-4.960000, 0.960000
000000227	F	F	                  ok	2	1273	-4.960000	1.000000	-4.960000, 1.000000
000000228	F	F	                  ok	6	442	-4.940000	-2.000000	-4.940000, -2.000000
000000229	F	F	                  ok	2	761	-4.940000	-1.960000	-4.940000, -1.960000
000000230	F	F	                  ok	1	445	-4.940000	-1.920000	-4.940000, -1.920000
000000231	F	F	                  ok	3	237	-4.940000	-1.880000	-4.940000, -1.880000
000000232	F	F	                  ok	10	197	-4.940000	-1.840000	-4.940000, -1.840000
000000233	F	F	                  ok	5	1167	-4.940000	-1.800000	-4.940000, -1.800000
000000234	F	F	                  ok	7	312	-4.940000	-1.760000	-4.940000, -1.760000
000000235	F	F	                  ok	3	1424	-4.940000	-1.720000	-4.940000, -1.720000
000000236	F	F	                  ok	3	1192	-4.940000	-1.680000	-4.940000, -1.680000
000000237	F	F	                  ok	1	948	-4.940000	-1.640000	-4.940000, -1.640000
000000238	F	F	                  ok	11	553	-4.940000	-1.600000	-4.940000, -1.600000
000000239	F	F	                  ok	5	1385	-4.940000	-1.560000	-4.940000, -1.560000
000000240	F	F	                  ok	6	48	-4.940000	-1.520000	-4.940000, -1.520000
000000241	F	F	                  ok	5	389	-4.940000	-1.480000	-4.940000, -1.480000
000000242	F	F	                  ok	3	57	-4.940000	-1.440000	-4.940000, -1.440000
000000243	F	F	                  ok	0	543	-4.940000	-1.400000	-4.940000, -1.400000
000000244	F	F	                  ok	6	392	-4.940000	-1.360000	-4.940000, -1.360000
000000245	F	F	                  ok	10	1417	-4.940000	-1.320000	-4.940000, -1.320000
000000246	F	F	                  ok	6	90	-4.940000	-1.280000	-4.940000, -1.280000
000000247	F	F	                  ok	11	1121	-4.940000	-1.240000	-4.940000, -1.240000
000000248	F	F	                  ok	10	750	-4.940000	-1.200000	-4.940000, -1.200000
000000249	F	F	                  ok	3	1033	-4.940000	-1.160000	-4.940000, -1.160000
000000250	F	F	                  ok	10	1540	-4.940000	-1.120000	-4.940000, -1.120000
000000251	F	F	                  ok	2	1051	-4.940000	-1.080000	-4.940000, -1.080000
000000252	F	F	                  ok	11	263	-4.940000	-1.040000	-4.940000, -1.040000
000000253	F	F	                  ok	9	348	-4.940000	-1.000000	-4.940000, -1.000000
000000254	F	F	                  ok	6	129	-4.940000	-0.960000	-4.940000, -0.960000
000000255	F	F	                  ok	8	763	-4.940000	-0.920000	-4.940000, -0.920000
000000256	F	F	                  ok	0	958	-4.940000	-0.880000	-4.940000, -0.880000
000000257	F	F	                  ok	8	974	-4.940000	-0.840000	-4.940000, -0.840000
000000258	F	F	                  ok	8	55	-4.940000	-0.800000	-4.940000, -0.800000
000000259	F	F	                  ok	1	1079	-4.940000	-0.760000	-4.940000, -0.760000
000000260	F	F	                  ok	1	1189	-4.940000	-0.720000	-4.940000, -0.720000
000000261	F	F	                  ok	1	768	-4.940000	-0.680000	-4.940000, -0.680000
000000262	F	F	                  ok	10	284	-4.940000	-0.640000	-4.940000, -0.640000
000000263	F	F	                  ok	7	644	-4.940000	-0.600000	-4.940000, -0.600000
000000264	F	F	                  ok	6	138	-4.940000	-0.560000	-4.940000, -0.560000
000000265	F	F	                  ok	4	383	-4.940000	-0.520000	-4.940000, -0.520000
000000266	F	F	                  ok	1	1205	-4.940000	-0.480000	-4.940000, -0.480000
000000267	F	F	                  ok	5	1046	-4.940000	-0.440000	-4.940000, -0.440000
000000268	F	F	                  ok	10	1195	-4.940000	-0.400000	-4.940000, -0.400000
000000269	F	F	                  ok	3	48	-4.940000	-0.360000	-4.940000, -0.360000
000000270	F	F	                  ok	4	678	-4.940000	-0.320000	-4.940000, -0.320000
000000271	F	F	                  ok	5	686	-4.940000	-0.280000	-4.940000, -0.280000
000000272	F	F	                  ok	1	1318	-4.940000	-0.240000	-4.940000, -0.240000
000000273	F	F	                  ok	7	1334	-4.940000	-0.200000	-4.940000, -0.200000
000000274	F	F	                  ok	1	957	-4.940000	-0.160000	-4.940000, -0.160000
000000275	F	F	                  ok	5	1088	-4.940000	-0.120000	-4.940000, -0.120000
000000276	F	F	                  ok	8	202	-4.940000	-0.080000	-4.940000, -0.080000
000000277	F	F	                  ok	10	501	-4.940000	-0.040000	-4.940000, -0.040000
000000278	F	F	                  ok	3	666	-4.940000	-0.000000	-4.940000, -0.000000
000000279	F	F	                  ok	3	9	-4.940000	0.040000	-4.940000, 0.040000
000000280	F	F	                  ok	9	259	-4.940000	0.080000	-4.940000, 0.080000
000000281	F	F	                  ok	7	1069	-4.940000	0.120000	-4.940000, 0.120000
000000282	F	F	                  ok	11	97	-4.940000	0.160000	-4.940000, 0.160000
000000283	F	F	                  ok	7	1548	-4.940000	0.200000	-4.940000, 0.200000
000000284	F	F	                  ok	11	503	-4.940000	0.240000	-4.940000, 0.240000
000000285	F	F	                  ok	7	1561	-4.940000	0.280000	-4.940000, 0.280000
000000286	F	F	                  ok	7	146	-4.940000	0.320000	-4.940000, 0.320000
000000287	F	F	                  ok	0	1246	-4.940000	0.360000	-4.940000, 0.360000
000000288	F	F	                  ok	9	1131	-4.940000	0.400000	-4.940000, 0.400000
000000289	F	F	                  ok	2	792	-4.940000	0.440000	-4.940000, 0.440000
000000290	F	F	                  ok	7	1506	-4.940000	0.480000	-4.940000, 0.480000
000000291	F	F	                  ok	4	378	-4.940000	0.520000	-4.940000, 0.520000
000000292	F	F	                  ok	6	165	-4.940000	0.560000	-4.940000, 0.560000
000000293	F	F	                  ok	3	519	-4.940000	0.600000	-4.940000, 0.600000
000000294	F	F	                  ok	2	1524	-4.940000	0.640000	-4.940000, 0.640000
000000295	F	F	                  ok	3	686	-4.940000	0.680000	-4.940000, 0.680000
000000296	F	F	                  ok	7	643	-4.940000	0.720000	-4.940000, 0.720000
000000297	F	F	                  ok	11	139	-4.940000	0.760000	-4.940000, 0.760000
000000298	F	F	                  ok	5	96	-4.940000	0.800000	-4.940000, 0.800000
000000299	F	F	                  ok	11	1393	-4.940000	0.840000	-4.940000, 0.840000
000000300	F	F	                  ok	3	1490	-4.940000	0.880000	-4.940000, 0.880000
000000301	F	F	                  ok	0	1473	-4.940000	0.920000	-4.940000, 0.920000
000000302	F	F	                  ok	4	957	-4.940000	0.960000	-4.940000, 0.960000
000000303	F	F	                  ok	1	686	-4.940000	1.000000	-4.940000, 1.000000
000000304	F	F	                  ok	5	399	-4.920000	-2.000000	-4.920000, -2.000000
000000305	F	F	                  ok	4	1450	-4.920000	-1.960000	-4.920000, -1.960000
000000306	F	F	                  ok	0	205	-4.920000	-1.920000	-4.920000, -1.920000
000000307	F	F	                  ok	11	1239	-4.920000	-1.880000	-4.920000, -1.880000
000000308	F	F	                  ok	0	1364	-4.920000	-1.840000	-4.920000, -1.840000
000000309	F	F	                  ok	4	167	-4.920000	-1.800000	-4.920000, -1.800000
000000310	F	F	                  ok	6	205	-4.920000	-1.760000	-4.920000, -1.760000
000000311	F	F	                  ok	6	719	-4.920000	-1.720000	-4.920000, -1.720000
000000312	F	F	                  ok	10	1551	-4.920000	-1.680000	-4.920000, -1.680000
000000313	F	F	                  ok	4	325	-4.920000	-1.640000	-4.920000, -1.640000
000000314	F	F	                  ok	10	821	-4.920000	-1.600000	-4.920000, -1.600000
000000315	F	F	                  ok	6	535	-4.920000	-1.560000	-4.920000, -1.560000
000000316	F	F	                  ok	5	1437	-4.920000	-1.520000	-4.920000, -1.520000
000000317	F	F	                  ok	8	1228	-4.920000	-1.480000	-4.920000, -1.480000
000000318	F	F	                  ok	10	1564	-4.920000	-1.440000	-4.920000, -1.440000
000000319	F	F	                  ok	2	402	-4.920000	-1.400000	-4.920000, -1.400000
000000320	F	F	                  ok	11	1225	-4.920000	-1.360000	-4.920000, -1.360000
000000321	F	F	                  ok	4	660	-4.920000	-1.320000	-4.920000, -1.320000
000000322	F	F	                  ok	11	425	-4.920000	-1.280000	-4.920000, -1.280000
000000323	F	F	                  ok	6	55	-4.920000	-1.240000	-4.920000, -1.240000
000000324	F	F	                  ok	6	1373	-4.920000	-1.200000	-4.920000, -1.200000
000000325	F	F	                  ok	0	1265	-4.920000	-1.160000	-4.920000, -1.160000
000000326	F	F	                  ok	2	346	-4.920000	-1.120000	-4.920000, -1.120000
000000327	F	F	                  ok	7	1484	-4.920000	-1.080000	-4.920000, -1.080000
000000328	F	F	                  ok	7	634	-4.920000	-1.040000	-4.920000, -1.040000
000000329	F	F	                  ok	9	1256	-4.920000	-1.000000	-4.920000, -1.000000
000000330	F	F	                  ok	0	1146	-4.920000	-0.960000	-4.920000, -0.960000
000000331	F	F	                  ok	10	820	-4.920000	-0.920000	-4.920000, -0.920000
000000332	F	F	                  ok	9	49	-4.920000	-0.880000	-4.920000, -0.880000
000000333	F	F	                  ok	11	450	-4.920000	-0.840000	-4.920000, -0.840000
000000334	F	F	                  ok	10	604	-4.920000	-0.800000	-4.920000, -0.800000
000000335	F	F	                  ok	11	1036	-4.920000	-0.760000	-4.920000, -0.760000
000000336	F	F	                  ok	11	1559	-4.920000	-0.720000	-4.920000, -0.720000
000000337	F	F	                  ok	10	556	-4.920000	-0.680000	-4.920000, -0.680000
